condition,source_language_code,target_language_code,source_script,target_script,shared_token_count,union_token_count,type_iou_percent,source_shared_token_occurrences,source_analysis_token_count,frequency_overlap_percent
retrieval,spa_Latn,tur_Latn,Latin,Latin,721,8261,8.72775693,8559,19998,42.79927993
retrieval,spa_Latn,vie_Latn,Latin,Latin,289,6441,4.48688092,5875,19998,29.37793779
retrieval,spa_Latn,arb_Arab,Latin,Arabic,98,8058,1.21618268,2094,19998,10.47104710
retrieval,spa_Latn,hin_Deva,Latin,Devanagari,107,7053,1.51708493,1843,19998,9.21592159
retrieval,spa_Latn,guj_Gujr,Latin,Gujarati,94,6150,1.52845528,2264,19998,11.32113211
retrieval,spa_Latn,rus_Cyrl,Latin,Cyrillic,71,9209,0.77098491,2435,19998,12.17621762
retrieval,spa_Latn,tha_Thai,Latin,Thai,257,7280,3.53021978,3550,19998,17.75177518
retrieval,spa_Latn,zho_Hans,Latin,Han,242,8558,2.82776350,4332,19998,21.66216622
retrieval,spa_Latn,jpn_Jpan,Latin,Japanese,76,7996,0.95047524,2431,19998,12.15621562
retrieval,spa_Latn,kor_Hang,Latin,Hangul,203,7279,2.78884462,3157,19998,15.78657866
retrieval,fra_Latn,eng_Latn,Latin,Latin,1006,6964,14.44572085,9664,19998,48.32483248
retrieval,fra_Latn,deu_Latn,Latin,Latin,693,7648,9.06119247,8116,19998,40.58405841
retrieval,fra_Latn,nld_Latn,Latin,Latin,667,7276,9.16712479,8461,19998,42.30923092
retrieval,fra_Latn,swe_Latn,Latin,Latin,799,7339,10.88704183,9321,19998,46.60966097
retrieval,fra_Latn,spa_Latn,Latin,Latin,811,7247,11.19083759,9391,19998,46.95969597
retrieval,fra_Latn,fra_Latn,Latin,Latin,3719,3719,100.00000000,19998,19998,100.00000000
retrieval,fra_Latn,ita_Latn,Latin,Latin,942,7231,13.02724381,10401,19998,52.01020102
retrieval,fra_Latn,por_Latn,Latin,Latin,898,7263,12.36403690,10104,19998,50.52505251
retrieval,fra_Latn,ron_Latn,Latin,Latin,674,7125,9.45964912,8868,19998,44.34443444
retrieval,fra_Latn,ind_Latn,Latin,Latin,665,7687,8.65096917,8243,19998,41.21912191
retrieval,fra_Latn,zsm_Latn,Latin,Latin,676,7436,9.09090909,8355,19998,41.77917792
retrieval,fra_Latn,tgl_Latn,Latin,Latin,627,6252,10.02879079,8481,19998,42.40924092
retrieval,fra_Latn,pol_Latn,Latin,Latin,650,7652,8.49451124,8601,19998,43.00930093
retrieval,fra_Latn,hun_Latn,Latin,Latin,533,7748,6.87919463,8623,19998,43.11931193
retrieval,fra_Latn,tur_Latn,Latin,Latin,616,7746,7.95249161,8053,19998,40.26902690
retrieval,fra_Latn,vie_Latn,Latin,Latin,276,5834,4.73088790,6078,19998,30.39303930
retrieval,fra_Latn,arb_Arab,Latin,Arabic,87,7449,1.16794201,2854,19998,14.27142714
retrieval,fra_Latn,hin_Deva,Latin,Devanagari,98,6442,1.52126669,2554,19998,12.77127713
retrieval,fra_Latn,guj_Gujr,Latin,Gujarati,86,5538,1.55290719,3270,19998,16.35163516
retrieval,fra_Latn,rus_Cyrl,Latin,Cyrillic,75,8585,0.87361677,2778,19998,13.89138914
retrieval,fra_Latn,tha_Thai,Latin,Thai,248,6669,3.71869846,3897,19998,19.48694869
retrieval,fra_Latn,zho_Hans,Latin,Han,226,7954,2.84133769,4330,19998,21.65216522
retrieval,fra_Latn,jpn_Jpan,Latin,Japanese,77,7375,1.04406780,2953,19998,14.76647665
retrieval,fra_Latn,kor_Hang,Latin,Hangul,214,6648,3.21901324,3803,19998,19.01690169
retrieval,ita_Latn,eng_Latn,Latin,Latin,1051,7654,13.73138228,8943,20000,44.71500000
retrieval,ita_Latn,deu_Latn,Latin,Latin,817,8259,9.89223877,7467,20000,37.33500000
retrieval,ita_Latn,nld_Latn,Latin,Latin,734,7944,9.23967774,7434,20000,37.17000000
retrieval,ita_Latn,swe_Latn,Latin,Latin,946,7927,11.93389681,8388,20000,41.94000000
retrieval,ita_Latn,spa_Latn,Latin,Latin,1202,7591,15.83454090,9919,20000,49.59500000
retrieval,ita_Latn,fra_Latn,Latin,Latin,942,7231,13.02724381,9164,20000,45.82000000
retrieval,ita_Latn,ita_Latn,Latin,Latin,4454,4454,100.00000000,20000,20000,100.00000000
retrieval,ita_Latn,por_Latn,Latin,Latin,1275,7621,16.73008791,10400,20000,52.00000000
retrieval,ita_Latn,ron_Latn,Latin,Latin,890,7644,11.64311879,9157,20000,45.78500000
retrieval,ita_Latn,ind_Latn,Latin,Latin,864,8223,10.50711419,7619,20000,38.09500000
retrieval,ita_Latn,zsm_Latn,Latin,Latin,848,7999,10.60132517,8004,20000,40.02000000
retrieval,ita_Latn,tgl_Latn,Latin,Latin,755,6859,11.00743549,8358,20000,41.79000000
retrieval,ita_Latn,pol_Latn,Latin,Latin,771,8266,9.32736511,8229,20000,41.14500000
retrieval,ita_Latn,hun_Latn,Latin,Latin,561,8455,6.63512714,8101,20000,40.50500000
retrieval,ita_Latn,tur_Latn,Latin,Latin,804,8293,9.69492343,8000,20000,40.00000000
retrieval,ita_Latn,vie_Latn,Latin,Latin,308,6537,4.71164143,5423,20000,27.11500000
retrieval,ita_Latn,arb_Arab,Latin,Arabic,102,8169,1.24862284,2578,20000,12.89000000
retrieval,ita_Latn,hin_Deva,Latin,Devanagari,106,7169,1.47858837,2249,20000,11.24500000
retrieval,ita_Latn,guj_Gujr,Latin,Gujarati,103,6256,1.64641944,2402,20000,12.01000000
retrieval,ita_Latn,rus_Cyrl,Latin,Cyrillic,77,9318,0.82635759,2526,20000,12.63000000
retrieval,ita_Latn,tha_Thai,Latin,Thai,316,7336,4.30752454,3507,20000,17.53500000
retrieval,ita_Latn,zho_Hans,Latin,Han,279,8636,3.23066234,3581,20000,17.90500000
retrieval,ita_Latn,jpn_Jpan,Latin,Japanese,96,8091,1.18650352,2189,20000,10.94500000
retrieval,ita_Latn,kor_Hang,Latin,Hangul,245,7352,3.33242655,3628,20000,18.14000000
retrieval,por_Latn,eng_Latn,Latin,Latin,988,7705,12.82284231,8525,19998,42.62926293
retrieval,por_Latn,deu_Latn,Latin,Latin,759,8305,9.13907285,7077,19998,35.38853885
retrieval,por_Latn,nld_Latn,Latin,Latin,689,7977,8.63733233,7937,19998,39.68896890
retrieval,por_Latn,swe_Latn,Latin,Latin,817,8044,10.15663849,8081,19998,40.40904090
retrieval,por_Latn,spa_Latn,Latin,Latin,1654,7127,23.20752070,11871,19998,59.36093609
retrieval,por_Latn,fra_Latn,Latin,Latin,898,7263,12.36403690,9312,19998,46.56465647
retrieval,por_Latn,ita_Latn,Latin,Latin,1275,7621,16.73008791,10808,19998,54.04540454
retrieval,por_Latn,por_Latn,Latin,Latin,4442,4442,100.00000000,19998,19998,100.00000000
retrieval,por_Latn,ron_Latn,Latin,Latin,862,7660,11.25326371,9131,19998,45.65956596
retrieval,por_Latn,ind_Latn,Latin,Latin,853,8222,10.37460472,8169,19998,40.84908491
retrieval,por_Latn,zsm_Latn,Latin,Latin,835,8000,10.43750000,8708,19998,43.54435444
retrieval,por_Latn,tgl_Latn,Latin,Latin,802,6800,11.79411765,8794,19998,43.97439744
retrieval,por_Latn,pol_Latn,Latin,Latin,783,8242,9.50012133,8560,19998,42.80428043
retrieval,por_Latn,hun_Latn,Latin,Latin,630,8374,7.52328636,8416,19998,42.08420842
retrieval,por_Latn,tur_Latn,Latin,Latin,798,8287,9.62954024,8408,19998,42.04420442
retrieval,por_Latn,vie_Latn,Latin,Latin,349,6484,5.38247995,5497,19998,27.48774877
retrieval,por_Latn,arb_Arab,Latin,Arabic,110,8149,1.34985888,2478,19998,12.39123912
retrieval,por_Latn,hin_Deva,Latin,Devanagari,115,7148,1.60884163,2150,19998,10.75107511
retrieval,por_Latn,guj_Gujr,Latin,Gujarati,101,6246,1.61703490,2817,19998,14.08640864
retrieval,por_Latn,rus_Cyrl,Latin,Cyrillic,82,9301,0.88162563,2670,19998,13.35133513
retrieval,por_Latn,tha_Thai,Latin,Thai,300,7340,4.08719346,3771,19998,18.85688569
retrieval,por_Latn,zho_Hans,Latin,Han,301,8602,3.49918624,4913,19998,24.56745675
retrieval,por_Latn,jpn_Jpan,Latin,Japanese,95,8080,1.17574257,2471,19998,12.35623562
retrieval,por_Latn,kor_Hang,Latin,Hangul,256,7329,3.49297312,3672,19998,18.36183618
retrieval,ron_Latn,eng_Latn,Latin,Latin,802,7529,10.65214504,7546,19998,37.73377338
retrieval,ron_Latn,deu_Latn,Latin,Latin,719,7983,9.00663911,6252,19998,31.26312631
retrieval,ron_Latn,nld_Latn,Latin,Latin,887,7417,11.95901308,7293,19998,36.46864686
retrieval,ron_Latn,swe_Latn,Latin,Latin,702,7797,9.00346287,7273,19998,36.36863686
retrieval,ron_Latn,spa_Latn,Latin,Latin,793,7626,10.39863624,7935,19998,39.67896790
retrieval,ron_Latn,fra_Latn,Latin,Latin,674,7125,9.45964912,7543,19998,37.71877188
retrieval,ron_Latn,ita_Latn,Latin,Latin,890,7644,11.64311879,8325,19998,41.62916292
retrieval,ron_Latn,por_Latn,Latin,Latin,862,7660,11.25326371,8037,19998,40.18901890
retrieval,ron_Latn,ron_Latn,Latin,Latin,4080,4080,100.00000000,19998,19998,100.00000000
retrieval,ron_Latn,ind_Latn,Latin,Latin,873,7840,11.13520408,7395,19998,36.97869787
retrieval,ron_Latn,zsm_Latn,Latin,Latin,724,7749,9.34314105,7333,19998,36.66866687
retrieval,ron_Latn,tgl_Latn,Latin,Latin,549,6691,8.20505156,6966,19998,34.83348335
retrieval,ron_Latn,pol_Latn,Latin,Latin,615,8048,7.64165010,7513,19998,37.56875688
retrieval,ron_Latn,hun_Latn,Latin,Latin,813,7829,10.38446800,7742,19998,38.71387139
retrieval,ron_Latn,tur_Latn,Latin,Latin,609,8114,7.50554597,6883,19998,34.41844184
retrieval,ron_Latn,vie_Latn,Latin,Latin,380,6091,6.23871286,5459,19998,27.29772977
retrieval,ron_Latn,arb_Arab,Latin,Arabic,64,7833,0.81705604,2036,19998,10.18101810
retrieval,ron_Latn,hin_Deva,Latin,Devanagari,61,6840,0.89181287,1887,19998,9.43594359
retrieval,ron_Latn,guj_Gujr,Latin,Gujarati,58,5927,0.97857263,1913,19998,9.56595660
retrieval,ron_Latn,rus_Cyrl,Latin,Cyrillic,110,8911,1.23442936,2193,19998,10.96609661
retrieval,ron_Latn,tha_Thai,Latin,Thai,220,7058,3.11703032,2869,19998,14.34643464
retrieval,ron_Latn,zho_Hans,Latin,Han,197,8344,2.36097795,4060,19998,20.30203020
retrieval,ron_Latn,jpn_Jpan,Latin,Japanese,65,7748,0.83892617,2105,19998,10.52605261
retrieval,ron_Latn,kor_Hang,Latin,Hangul,196,7027,2.78924150,3244,19998,16.22162216
retrieval,ind_Latn,eng_Latn,Latin,Latin,955,7929,12.04439400,5804,20000,29.02000000
retrieval,ind_Latn,deu_Latn,Latin,Latin,1006,8249,12.19541763,6427,20000,32.13500000
retrieval,ind_Latn,nld_Latn,Latin,Latin,983,7874,12.48412497,6175,20000,30.87500000
retrieval,ind_Latn,swe_Latn,Latin,Latin,977,8075,12.09907121,6429,20000,32.14500000
retrieval,ind_Latn,spa_Latn,Latin,Latin,785,8187,9.58837181,5757,20000,28.78500000
retrieval,ind_Latn,fra_Latn,Latin,Latin,665,7687,8.65096917,5705,20000,28.52500000
retrieval,ind_Latn,ita_Latn,Latin,Latin,864,8223,10.50711419,6174,20000,30.87000000
retrieval,ind_Latn,por_Latn,Latin,Latin,853,8222,10.37460472,6301,20000,31.50500000
retrieval,ind_Latn,ron_Latn,Latin,Latin,873,7840,11.13520408,5739,20000,28.69500000
retrieval,ind_Latn,ind_Latn,Latin,Latin,4633,4633,100.00000000,20000,20000,100.00000000
retrieval,ind_Latn,zsm_Latn,Latin,Latin,2508,6518,38.47806075,15788,20000,78.94000000
retrieval,ind_Latn,tgl_Latn,Latin,Latin,981,6812,14.40105696,6897,20000,34.48500000
retrieval,ind_Latn,pol_Latn,Latin,Latin,779,8437,9.23313974,5828,20000,29.14000000
retrieval,ind_Latn,hun_Latn,Latin,Latin,805,8390,9.59475566,6161,20000,30.80500000
retrieval,ind_Latn,tur_Latn,Latin,Latin,980,8296,11.81292189,7582,20000,37.91000000
retrieval,ind_Latn,vie_Latn,Latin,Latin,369,6655,5.54470323,4254,20000,21.27000000
retrieval,ind_Latn,arb_Arab,Latin,Arabic,100,8350,1.19760479,2392,20000,11.96000000
retrieval,ind_Latn,hin_Deva,Latin,Devanagari,113,7341,1.53929982,2489,20000,12.44500000
retrieval,ind_Latn,guj_Gujr,Latin,Gujarati,97,6441,1.50597733,2677,20000,13.38500000
retrieval,ind_Latn,rus_Cyrl,Latin,Cyrillic,115,9459,1.21577334,2714,20000,13.57000000
retrieval,ind_Latn,tha_Thai,Latin,Thai,333,7498,4.44118432,3197,20000,15.98500000
retrieval,ind_Latn,zho_Hans,Latin,Han,325,8769,3.70623788,3578,20000,17.89000000
retrieval,ind_Latn,jpn_Jpan,Latin,Japanese,92,8274,1.11191685,2237,20000,11.18500000
retrieval,ind_Latn,kor_Hang,Latin,Hangul,298,7478,3.98502273,3466,20000,17.33000000
retrieval,zsm_Latn,eng_Latn,Latin,Latin,985,7659,12.86068677,5482,19998,27.41274127
retrieval,zsm_Latn,deu_Latn,Latin,Latin,880,8135,10.81745544,5581,19998,27.90779078
retrieval,zsm_Latn,nld_Latn,Latin,Latin,778,7839,9.92473530,5870,19998,29.35293529
retrieval,zsm_Latn,swe_Latn,Latin,Latin,978,7834,12.48404391,5905,19998,29.52795280
retrieval,zsm_Latn,spa_Latn,Latin,Latin,777,7955,9.76744186,5150,19998,25.75257526
retrieval,zsm_Latn,fra_Latn,Latin,Latin,676,7436,9.09090909,5237,19998,26.18761876
retrieval,zsm_Latn,ita_Latn,Latin,Latin,848,7999,10.60132517,5782,19998,28.91289129
retrieval,zsm_Latn,por_Latn,Latin,Latin,835,8000,10.43750000,5866,19998,29.33293329
retrieval,zsm_Latn,ron_Latn,Latin,Latin,724,7749,9.34314105,5346,19998,26.73267327
retrieval,zsm_Latn,ind_Latn,Latin,Latin,2508,6518,38.47806075,16033,19998,80.17301730
retrieval,zsm_Latn,zsm_Latn,Latin,Latin,4393,4393,100.00000000,19998,19998,100.00000000
retrieval,zsm_Latn,tgl_Latn,Latin,Latin,993,6560,15.13719512,6408,19998,32.04320432
retrieval,zsm_Latn,pol_Latn,Latin,Latin,763,8213,9.29014976,5863,19998,29.31793179
retrieval,zsm_Latn,hun_Latn,Latin,Latin,717,8238,8.70356883,5342,19998,26.71267127
retrieval,zsm_Latn,tur_Latn,Latin,Latin,1013,8023,12.62619968,7112,19998,35.56355636
retrieval,zsm_Latn,vie_Latn,Latin,Latin,291,6493,4.48174958,3746,19998,18.73187319
retrieval,zsm_Latn,arb_Arab,Latin,Arabic,105,8105,1.29549661,1982,19998,9.91099110
retrieval,zsm_Latn,hin_Deva,Latin,Devanagari,126,7088,1.77765237,2243,19998,11.21612161
retrieval,zsm_Latn,guj_Gujr,Latin,Gujarati,104,6194,1.67904424,2411,19998,12.05620562
retrieval,zsm_Latn,rus_Cyrl,Latin,Cyrillic,110,9224,1.19254120,2315,19998,11.57615762
retrieval,zsm_Latn,tha_Thai,Latin,Thai,390,7201,5.41591446,2975,19998,14.87648765
retrieval,zsm_Latn,zho_Hans,Latin,Han,308,8546,3.60402527,3295,19998,16.47664766
retrieval,zsm_Latn,jpn_Jpan,Latin,Japanese,96,8030,1.19551681,2248,19998,11.24112411
retrieval,zsm_Latn,kor_Hang,Latin,Hangul,272,7264,3.74449339,2994,19998,14.97149715
retrieval,tgl_Latn,eng_Latn,Latin,Latin,846,6565,12.88651942,7620,19995,38.10952738
retrieval,tgl_Latn,deu_Latn,Latin,Latin,652,7130,9.14446003,7331,19995,36.66416604
retrieval,tgl_Latn,nld_Latn,Latin,Latin,589,6795,8.66813834,8233,19995,41.17529382
retrieval,tgl_Latn,swe_Latn,Latin,Latin,749,6830,10.96632504,8237,19995,41.19529882
retrieval,tgl_Latn,spa_Latn,Latin,Latin,730,6769,10.78445856,9259,19995,46.30657664
retrieval,tgl_Latn,fra_Latn,Latin,Latin,627,6252,10.02879079,7419,19995,37.10427607
retrieval,tgl_Latn,ita_Latn,Latin,Latin,755,6859,11.00743549,7879,19995,39.40485121
retrieval,tgl_Latn,por_Latn,Latin,Latin,802,6800,11.79411765,8083,19995,40.42510628
