source_language_code,eng_Latn,deu_Latn,nld_Latn,swe_Latn,spa_Latn,fra_Latn,ita_Latn,por_Latn,ron_Latn,ind_Latn,zsm_Latn,tgl_Latn,pol_Latn,hun_Latn,tur_Latn,vie_Latn,arb_Arab,hin_Deva,guj_Gujr,rus_Cyrl,tha_Thai,zho_Hans,jpn_Jpan,kor_Hang
tgl_Latn,38.10952738,36.66416604,41.17529382,41.19529882,46.30657664,37.10427607,39.40485121,40.42510628,39.95999000,49.10227557,49.33233308,100.00000000,43.42585646,39.71992998,43.36084021,33.87846962,9.00225056,8.86221555,9.95748937,10.66266567,15.33383346,21.56539135,9.82245561,15.42385596
pol_Latn,34.43500000,34.70500000,37.35500000,31.83000000,30.52000000,28.97000000,36.38000000,32.81000000,35.12500000,32.84000000,34.11500000,32.04000000,100.00000000,35.42500000,35.16500000,22.26500000,9.04500000,9.35500000,9.88000000,10.77000000,17.55000000,20.25000000,11.93500000,17.77500000
hun_Latn,33.79844961,31.16779195,37.68442111,36.86921730,37.51437859,31.37284321,34.11852963,35.06876719,35.69892473,36.33908477,35.28382096,34.25856464,34.61865466,100.00000000,38.24456114,24.58114529,13.78844711,12.90822706,13.45836459,15.76894224,19.85496374,20.22005501,11.85796449,19.58989747
tur_Latn,33.49002350,32.03980597,30.88963345,33.59003851,31.59973996,30.41456218,32.50987648,31.50972646,28.97934690,34.69020353,35.23528529,35.25028754,31.06966045,33.94509176,100.00000000,20.31804771,10.92163825,11.99179877,12.30184528,12.97694654,18.21273191,19.22288343,11.91678752,18.58778817
vie_Latn,14.67293459,13.75275055,14.08281656,13.76775355,15.45309062,15.30306061,16.22824565,16.17323465,15.49309862,14.47289458,13.39767954,13.94278856,15.42808562,14.94298860,13.82776555,100.00000000,6.97139428,7.92158432,8.09161832,8.56171234,9.55691138,10.86217243,8.23664733,10.76215243
arb_Arab,7.20036002,7.02535127,5.31026551,7.18035902,6.93534677,6.99034952,7.14035702,7.21536077,5.19025951,7.15535777,6.97534877,7.02535127,5.37026851,6.88534427,7.18535927,6.86034302,100.00000000,6.86034302,6.95034752,6.78533927,6.87034352,6.90034502,4.89524476,6.92034602
hin_Deva,8.25123769,7.77616642,7.66614992,7.97119568,7.86617993,6.69100365,8.04120618,8.16622493,7.60614092,8.17622643,8.27124069,8.05620843,7.92118818,7.68115217,8.24623694,7.86117918,6.65599840,100.00000000,7.77616642,7.55113267,6.97104566,8.10121518,7.18107716,7.97119568
guj_Gujr,9.99699940,9.76195239,8.13162633,9.89197840,9.68193639,8.74174835,9.92698540,9.91698340,8.03660732,9.91698340,9.79695939,9.84696939,8.18663733,9.68693739,9.94198840,9.65193039,8.70174035,9.69193839,100.00000000,9.60192038,8.75675135,9.70194039,7.78655731,9.77195439
rus_Cyrl,12.06180927,11.88178227,10.82662399,12.02680402,11.63674551,10.91663750,11.85677852,12.08181227,10.80162024,12.11681752,12.00680102,11.85677852,10.58658799,12.57188578,12.01680252,12.16182427,10.52157824,11.43671551,11.82677402,100.00000000,10.41156173,11.52172826,9.92648897,11.56173426
tha_Thai,9.06000000,8.55000000,7.25000000,8.88000000,8.32000000,8.16500000,8.64500000,8.54500000,6.80500000,8.87000000,9.12500000,7.98500000,7.31000000,7.94500000,8.95500000,7.14500000,6.98000000,6.88000000,6.89000000,6.73500000,100.00000000,7.95500000,5.33500000,8.02500000
zho_Hans,14.33071654,13.97569878,13.35066753,13.88069403,13.36066803,11.84559228,13.69068453,14.02570129,13.22566128,14.77573879,14.48572429,13.71068553,13.74568728,13.82569128,14.08070404,13.42067103,10.90554528,12.96564828,12.65063253,12.15060753,12.01560078,100.00000000,42.72713636,14.00070004
jpn_Jpan,5.60084013,5.54583187,5.03075461,5.44081612,5.15577337,4.17562634,5.46081912,5.44581687,5.00575086,5.61584238,5.61584238,5.02575386,5.43581537,5.28079212,5.50582587,5.06575986,4.11561734,5.30079512,5.10576586,4.81072161,4.08561284,29.47442116,100.00000000,5.77586638
kor_Hang,15.15500000,14.36000000,11.48000000,14.18000000,13.43500000,12.76000000,14.03500000,14.16500000,11.16000000,15.05500000,14.61000000,13.71500000,11.62500000,14.23000000,14.31500000,13.25500000,11.70000000,13.14500000,13.40500000,12.87000000,12.56500000,14.16000000,10.60000000,100.00000000
