source_language_code,eng_Latn,deu_Latn,nld_Latn,swe_Latn,spa_Latn,fra_Latn,ita_Latn,por_Latn,ron_Latn,ind_Latn,zsm_Latn,tgl_Latn,pol_Latn,hun_Latn,tur_Latn,vie_Latn,arb_Arab,hin_Deva,guj_Gujr,rus_Cyrl,tha_Thai,zho_Hans,jpn_Jpan,kor_Hang
zsm_Latn,21.08500000,23.56500000,18.59000000,23.60500000,21.61500000,17.60500000,18.40500000,20.28000000,21.13500000,78.46500000,100.00000000,38.00500000,21.28500000,23.29500000,29.82500000,14.49000000,8.27000000,7.74000000,3.23000000,5.06500000,6.36500000,5.32000000,7.71000000,4.57000000
tgl_Latn,43.15000000,35.34500000,36.85000000,39.46500000,36.71500000,32.25500000,33.98000000,42.54000000,33.81500000,53.47500000,47.23500000,100.00000000,43.14000000,39.73500000,39.32500000,21.93000000,13.36000000,10.37500000,5.99000000,9.81000000,9.65500000,7.23000000,13.11000000,6.54000000
pol_Latn,33.59500000,33.35000000,35.36500000,29.87000000,32.18000000,29.56500000,29.13000000,34.48000000,36.73500000,29.37000000,34.17500000,34.73000000,100.00000000,32.57500000,32.59500000,20.26500000,14.87500000,14.53000000,5.04500000,8.86500000,8.85000000,6.58000000,12.85500000,6.75500000
hun_Latn,36.87500000,36.54000000,37.53000000,38.96500000,38.93000000,35.15000000,32.17500000,36.36500000,37.98000000,38.46500000,39.73500000,36.68500000,41.83500000,100.00000000,40.45500000,24.68500000,20.82500000,17.31000000,12.54000000,10.54500000,14.23500000,10.23500000,17.35000000,9.68500000
tur_Latn,28.27000000,29.43500000,29.25000000,33.03000000,30.34000000,29.33500000,28.94000000,29.91500000,33.99500000,30.45000000,31.75500000,30.26000000,29.26000000,28.67500000,100.00000000,17.22000000,11.08000000,9.28500000,5.95500000,7.15500000,8.46000000,3.88000000,9.75500000,5.18500000
vie_Latn,13.77000000,12.41000000,13.38500000,13.29000000,15.36500000,15.23000000,13.91500000,15.09000000,15.17500000,14.77500000,14.57500000,13.90000000,13.82000000,12.88000000,12.20000000,100.00000000,6.33500000,4.83500000,4.22500000,5.24000000,4.90500000,2.79000000,6.51000000,4.65000000
arb_Arab,6.04000000,5.28500000,5.39500000,5.15000000,5.14000000,5.15000000,5.03000000,5.04500000,5.10500000,5.25500000,4.79500000,5.47500000,5.11000000,4.83500000,5.01000000,4.91000000,100.00000000,4.64000000,3.26000000,3.90500000,4.01000000,3.69000000,4.35000000,3.43000000
hin_Deva,3.49000000,2.84500000,2.91000000,2.86000000,2.75500000,2.86000000,2.75500000,2.77000000,2.84500000,2.78500000,2.79000000,2.91500000,2.81500000,2.64500000,2.66000000,2.56500000,2.48000000,100.00000000,1.64500000,2.28000000,2.21000000,1.96500000,2.45500000,1.63000000
guj_Gujr,3.75500000,3.67500000,4.30000000,3.70000000,3.69500000,3.75000000,3.67500000,3.68500000,3.69000000,3.72500000,3.06000000,3.73500000,3.71000000,3.10000000,4.27000000,3.26000000,3.24000000,3.58000000,100.00000000,3.50000000,3.13500000,5.28500000,3.34000000,2.45500000
rus_Cyrl,3.68500000,3.58500000,3.56500000,3.61500000,3.59500000,3.52500000,3.53500000,3.59500000,3.61000000,3.60500000,3.55500000,3.58500000,3.55500000,3.57500000,3.60500000,3.00000000,2.85000000,3.21000000,2.40000000,100.00000000,2.76000000,2.60500000,3.36000000,2.21500000
tha_Thai,19.38500000,19.31500000,19.29000000,19.25000000,19.27000000,19.28500000,19.21500000,19.25500000,19.29000000,19.27000000,19.23000000,19.29500000,19.23000000,19.16000000,19.26000000,19.20500000,19.06500000,18.95500000,18.07500000,18.95000000,100.00000000,18.72500000,19.08000000,18.33000000
zho_Hans,11.50500000,11.42000000,11.35500000,11.41000000,11.44000000,11.42000000,11.44000000,11.43500000,11.39000000,11.44500000,11.45000000,11.47000000,11.41000000,11.36000000,11.41000000,11.39000000,11.38000000,11.24500000,10.81000000,11.33000000,11.33500000,100.00000000,33.39500000,11.09000000
jpn_Jpan,11.94000000,11.76500000,11.77500000,11.77500000,11.68000000,11.71500000,11.63000000,11.68000000,11.73500000,11.73000000,11.70000000,11.81000000,11.73500000,11.57000000,11.63000000,11.56000000,11.31500000,11.18500000,10.32500000,11.24000000,11.12000000,23.23000000,100.00000000,10.69000000
kor_Hang,7.98500000,7.97500000,7.95000000,8.00000000,7.98000000,7.91500000,7.91500000,7.92500000,7.97000000,7.96500000,7.99500000,7.93000000,7.94000000,7.93000000,7.91000000,7.91000000,7.73000000,7.54500000,7.35000000,7.82000000,7.67500000,7.70000000,7.90000000,100.00000000
