language_code,eng_Latn,deu_Latn,nld_Latn,swe_Latn,spa_Latn,fra_Latn,ita_Latn,por_Latn,ron_Latn,ind_Latn,zsm_Latn,tgl_Latn,pol_Latn,hun_Latn,tur_Latn,vie_Latn,arb_Arab,hin_Deva,guj_Gujr,rus_Cyrl,tha_Thai,zho_Hans,jpn_Jpan,kor_Hang
zsm_Latn,16.17395553,12.47086247,13.63355190,14.63030303,12.37582286,11.03516839,11.83793306,13.10452418,13.72912801,46.64098613,100.00000000,18.44674131,12.17461414,12.56340687,15.16761095,12.52972652,1.60628444,2.14018192,2.16232679,2.74097299,5.59706384,4.42743009,1.44501880,4.31277195
tgl_Latn,16.56895589,11.67960016,13.42566422,13.74914325,13.17381738,11.75625180,12.76796548,13.49718523,12.94448349,18.78908471,18.44674131,100.00000000,12.05432937,11.65423548,14.42640405,11.98044010,1.62447543,2.06429247,2.37963475,2.31949972,4.78577940,4.06052963,1.46579805,3.97026022
pol_Latn,12.22767195,11.14947650,12.36565490,12.21190230,10.74643875,9.95845697,10.68419279,10.97963363,12.57683215,12.52571429,12.17461414,12.05432937,100.00000000,10.67384236,11.84298071,9.16125466,1.26083530,1.67219811,1.64644714,2.39211092,4.31699428,3.52891156,1.21951220,3.37681336
hun_Latn,11.17260464,10.26941720,11.58083832,12.11270899,10.45243619,9.59748580,10.05357346,11.02462825,10.73251811,12.11945155,12.56340687,11.65423548,10.67384236,100.00000000,11.96784420,9.74497792,1.40617796,1.74197773,1.98270722,2.55132549,4.82652669,3.86373531,1.32917245,3.78398697
tur_Latn,12.70294992,12.08655679,12.57824495,13.49849502,10.61122472,10.51315633,10.81172112,12.07707306,12.69635054,15.08575429,15.16761095,14.42640405,11.84298071,11.96784420,100.00000000,11.05189341,1.60072145,2.03220859,2.18682114,2.65806704,4.99812570,4.09643695,1.41131309,4.10388338
vie_Latn,12.46151591,10.13818387,11.01707723,11.09814788,9.59500653,10.11793917,9.69307637,11.24798358,10.74977416,11.33990719,12.52972652,11.98044010,9.16125466,9.74497792,11.05189341,100.00000000,1.80435431,2.43859339,2.87283481,2.81794587,5.33717384,4.35501654,1.67564333,4.57256461
arb_Arab,1.64656772,1.55074116,1.44213436,1.56195361,1.38383957,1.24845488,1.26888915,1.52029002,1.33093525,1.52760097,1.60628444,1.62447543,1.26083530,1.40617796,1.60072145,1.80435431,100.00000000,1.66691252,1.65303340,1.37841913,1.65438621,1.41586707,0.88212733,1.60493827
hin_Deva,2.13889622,1.82288300,1.89742885,1.84252386,1.68246762,1.47371404,1.54632420,1.79616817,1.74115712,1.86817524,2.14018192,2.06429247,1.67219811,1.74197773,2.03220859,2.43859339,1.66691252,100.00000000,2.42839352,1.57499394,2.11313394,1.86741363,0.95644497,2.06466069
guj_Gujr,2.23723724,2.08608785,2.01384519,1.90045249,1.81153905,1.44833198,1.91216014,2.00242718,1.81875196,2.14296418,2.16232679,2.37963475,1.64644714,1.98270722,2.18682114,2.87283481,1.65303340,2.42839352,100.00000000,1.64940022,2.42922724,1.94469766,1.19372442,2.57858084
rus_Cyrl,2.56974303,2.57472625,2.56066082,2.61437908,2.24934436,2.02296913,2.09741551,2.70570419,2.26267613,2.67053411,2.74097299,2.31949972,2.39211092,2.55132549,2.65806704,2.81794587,1.37841913,1.57499394,1.64940022,100.00000000,2.32450023,1.97751456,0.91417509,2.06445693
tha_Thai,5.57928803,4.72103004,4.52482648,5.24743473,4.43202495,4.12031314,4.32950192,4.85903599,4.42136103,5.26112186,5.59706384,4.78577940,4.31699428,4.82652669,4.99812570,5.33717384,1.65438621,2.11313394,2.42922724,2.32450023,100.00000000,3.42747112,1.40668524,3.72348543
zho_Hans,4.56244503,4.12126443,4.10244787,4.20890260,3.66526827,3.62982721,3.57803154,4.05121978,3.75719282,4.38692696,4.42743009,4.06052963,3.52891156,3.86373531,4.09643695,4.35501654,1.41586707,1.86741363,1.94469766,1.97751456,3.42747112,100.00000000,11.86528497,3.34685598
jpn_Jpan,1.51074956,1.53300538,1.45976595,1.34236022,1.28159906,1.12777296,1.36732329,1.29991802,1.34809822,1.45062087,1.44501880,1.46579805,1.21951220,1.32917245,1.41131309,1.67564333,0.88212733,0.95644497,1.19372442,0.91417509,1.40668524,11.86528497,100.00000000,1.36045074
kor_Hang,4.61518955,4.00347050,4.02940018,3.93002028,3.55368743,3.24142569,3.48109191,3.97249809,3.57608979,3.96575601,4.31277195,3.97026022,3.37681336,3.78398697,4.10388338,4.57256461,1.60493827,2.06466069,2.57858084,2.06445693,3.72348543,3.34685598,1.36045074,100.00000000
