language_code,eng_Latn,deu_Latn,nld_Latn,swe_Latn,spa_Latn,fra_Latn,ita_Latn,por_Latn,ron_Latn,ind_Latn,zsm_Latn,tgl_Latn,pol_Latn,hun_Latn,tur_Latn,vie_Latn,arb_Arab,hin_Deva,guj_Gujr,rus_Cyrl,tha_Thai,zho_Hans,jpn_Jpan,kor_Hang
zsm_Latn,12.98133333,11.06220657,11.23922302,11.44736842,10.92970050,9.22693267,10.74821853,11.33611479,11.97463953,39.12534166,100.00000000,17.84253579,10.83105577,10.93142917,13.45408858,9.46682622,1.86818889,1.96350196,2.57573735,1.82120655,4.97165801,2.69842747,1.84256321,2.99721190
tgl_Latn,15.21554341,10.91755031,11.95943583,12.27334542,12.32088325,10.76809089,11.79339393,12.10256410,11.51885831,16.84749482,17.84253579,100.00000000,11.57071623,10.52693072,12.58676539,9.45800706,2.14587242,1.99392579,2.71535581,1.72030540,3.99412236,2.52890173,2.00668896,3.08100930
pol_Latn,10.69772032,10.35372144,10.44630676,10.70307297,9.54598370,8.79601383,9.47924388,9.73434535,11.09511469,10.88895423,10.83105577,11.57071623,100.00000000,9.51355584,10.01151853,7.35668404,1.68501023,1.67796063,2.02553400,1.62547686,3.69482289,2.30721993,1.70241416,2.47246815
hun_Latn,9.17153800,10.20815512,10.71898069,10.57493857,9.33239775,9.25847458,9.01287554,9.88697789,9.73815828,10.72948328,10.93142917,10.52693072,9.51355584,100.00000000,9.93548387,8.30883293,1.50413891,1.60224090,1.98147195,1.80118363,4.03418803,2.23934723,1.77804415,2.74173530
tur_Latn,10.38870663,10.54494644,10.05296195,10.99017530,9.52287646,8.87586136,9.70282179,10.26282854,10.60503715,13.00443906,13.45408858,12.58676539,10.01151853,9.93548387,100.00000000,8.21680485,1.64370079,1.80946152,2.38541276,1.85402685,4.08547387,2.64865345,1.87962602,3.04362158
vie_Latn,9.09907598,7.85888928,8.21195379,7.80759004,7.80641106,8.20005422,7.52777121,8.56231600,8.51298383,8.72534143,9.46682622,9.45800706,7.35668404,8.30883293,8.21680485,100.00000000,2.02086911,2.09122594,2.73595299,1.95617317,4.10413476,2.41556955,2.05194805,3.13594154
arb_Arab,2.49034357,1.70667667,1.90828255,1.57655479,1.81417260,1.93967814,1.55938005,1.71606864,1.60568315,1.87130992,1.86818889,2.14587242,1.68501023,1.50413891,1.64370079,2.02086911,100.00000000,1.32764921,1.35574071,0.89828509,1.39140956,1.09468024,0.97336614,1.24787982
hin_Deva,2.49014085,1.70208376,1.89117452,1.69944421,1.58396101,1.97337137,1.69953840,1.72320948,1.60128963,1.81636948,1.96350196,1.99392579,1.67796063,1.60224090,1.80946152,2.09122594,1.32764921,100.00000000,1.92656018,1.11765293,1.62199313,1.24151104,1.06408417,1.52913624
guj_Gujr,2.95107429,2.24020643,2.26811961,2.12221003,1.86500888,2.39603415,2.28441574,2.19076923,2.10047906,2.44305891,2.57573735,2.71535581,2.02553400,1.98147195,2.38541276,2.73595299,1.35574071,1.92656018,100.00000000,1.53585545,2.27421466,1.85544506,1.24636477,2.28280506
rus_Cyrl,2.08512099,1.70308483,1.94314807,1.70107349,1.63850921,1.82550336,1.70940171,1.83783784,1.70124481,1.93778684,1.82120655,1.72030540,1.62547686,1.80118363,1.85402685,1.95617317,0.89828509,1.11765293,1.53585545,100.00000000,1.43283582,1.28015756,0.96895747,1.26443648
tha_Thai,4.28197244,3.65726228,3.73601790,3.53551735,3.33557197,3.36204834,3.50132626,3.59633827,3.44640139,4.17651694,4.97165801,3.99412236,3.69482289,4.03418803,4.08547387,4.10413476,1.39140956,1.62199313,2.27421466,1.43283582,100.00000000,1.95370567,1.41751042,2.69485904
zho_Hans,2.87560288,2.41004752,2.43946188,2.32152208,2.20944854,2.52827678,2.34737747,2.38973818,2.43281223,2.64674109,2.69842747,2.52890173,2.30721993,2.23934723,2.64865345,2.41556955,1.09468024,1.24151104,1.85544506,1.28015756,1.95370567,100.00000000,12.14894288,1.98019802
jpn_Jpan,2.49799358,1.92147034,2.06419753,1.83837610,1.69960474,2.07324774,1.92253322,1.75269646,1.87861272,2.02789593,1.84256321,2.00668896,1.70241416,1.77804415,1.87962602,2.05194805,0.97336614,1.06408417,1.24636477,0.96895747,1.41751042,12.14894288,100.00000000,1.44563919
kor_Hang,3.25570879,2.72991488,2.65201953,2.75357642,2.55011136,2.81622912,2.62575134,2.77446624,2.53861942,3.27813829,2.99721190,3.08100930,2.47246815,2.74173530,3.04362158,3.13594154,1.24787982,1.52913624,2.28280506,1.26443648,2.69485904,1.98019802,1.44563919,100.00000000
