condition,source_language_code,target_language_code,source_script,target_script,shared_token_count,union_token_count,type_iou_percent,source_shared_token_occurrences,source_analysis_token_count,frequency_overlap_percent
flores,spa_Latn,nld_Latn,Latin,Latin,2851,14089,20.23564483,38781,71459,54.27028086
flores,spa_Latn,swe_Latn,Latin,Latin,2832,14560,19.45054945,38921,71459,54.46619740
flores,spa_Latn,spa_Latn,Latin,Latin,8870,8870,100.00000000,71459,71459,100.00000000
flores,spa_Latn,fra_Latn,Latin,Latin,3174,13768,23.05345729,43423,71459,60.76631355
flores,spa_Latn,ita_Latn,Latin,Latin,3896,13928,27.97242964,45579,71459,63.78342826
flores,spa_Latn,por_Latn,Latin,Latin,5047,12487,40.41803476,51269,71459,71.74603619
flores,spa_Latn,ron_Latn,Latin,Latin,3738,13591,27.50349496,42512,71459,59.49145664
flores,spa_Latn,ind_Latn,Latin,Latin,2703,14115,19.14984060,38719,71459,54.18351782
flores,spa_Latn,zsm_Latn,Latin,Latin,2679,13880,19.30115274,36834,71459,51.54564156
flores,spa_Latn,tgl_Latn,Latin,Latin,2967,12914,22.97506582,41162,71459,57.60226144
flores,spa_Latn,pol_Latn,Latin,Latin,2621,15147,17.30375652,37256,71459,52.13618998
flores,spa_Latn,hun_Latn,Latin,Latin,2631,14572,18.05517431,38002,71459,53.18014526
flores,spa_Latn,tur_Latn,Latin,Latin,2507,14444,17.35668790,37503,71459,52.48184273
flores,spa_Latn,vie_Latn,Latin,Latin,2144,11603,18.47797983,30801,71459,43.10303811
flores,spa_Latn,arb_Arab,Latin,Arabic,425,14522,2.92659413,11110,71459,15.54737682
flores,spa_Latn,hin_Deva,Latin,Devanagari,407,12964,3.13946313,10692,71459,14.96242601
flores,spa_Latn,guj_Gujr,Latin,Gujarati,397,11125,3.56853933,9732,71459,13.61899831
flores,spa_Latn,rus_Cyrl,Latin,Cyrillic,698,17797,3.92200933,16323,71459,22.84246911
flores,spa_Latn,tha_Thai,Latin,Thai,1134,12651,8.96371828,24026,71459,33.62207700
flores,spa_Latn,zho_Hans,Latin,Han,974,15599,6.24399000,21944,71459,30.70851817
flores,spa_Latn,jpn_Jpan,Latin,Japanese,350,14699,2.38111436,15765,71459,22.06160176
flores,spa_Latn,kor_Hang,Latin,Hangul,851,13193,6.45039036,20737,71459,29.01943772
flores,fra_Latn,eng_Latn,Latin,Latin,3737,12627,29.59531163,45805,77352,59.21630986
flores,fra_Latn,deu_Latn,Latin,Latin,2776,14167,19.59483306,41360,77352,53.46985210
flores,fra_Latn,nld_Latn,Latin,Latin,3184,12958,24.57169316,45022,77352,58.20405419
flores,fra_Latn,swe_Latn,Latin,Latin,3037,13557,22.40171129,41805,77352,54.04514428
flores,fra_Latn,spa_Latn,Latin,Latin,3174,13768,23.05345729,45515,77352,58.84140035
flores,fra_Latn,fra_Latn,Latin,Latin,8072,8072,100.00000000,77352,77352,100.00000000
flores,fra_Latn,ita_Latn,Latin,Latin,3496,13530,25.83887657,45390,77352,58.67980143
flores,fra_Latn,por_Latn,Latin,Latin,3258,13478,24.17272592,47113,77352,60.90728100
flores,fra_Latn,ron_Latn,Latin,Latin,3379,13152,25.69190998,44556,77352,57.60161340
flores,fra_Latn,ind_Latn,Latin,Latin,2607,13413,19.43636770,37245,77352,48.15001551
flores,fra_Latn,zsm_Latn,Latin,Latin,2592,13169,19.68258790,37534,77352,48.52363223
flores,fra_Latn,tgl_Latn,Latin,Latin,2756,12327,22.35742679,38950,77352,50.35422484
flores,fra_Latn,pol_Latn,Latin,Latin,2540,14430,17.60221760,39069,77352,50.50806702
flores,fra_Latn,hun_Latn,Latin,Latin,2551,13854,18.41345460,40396,77352,52.22360120
flores,fra_Latn,tur_Latn,Latin,Latin,2444,13709,17.82770443,36838,77352,47.62384942
flores,fra_Latn,vie_Latn,Latin,Latin,2168,10781,20.10945181,32336,77352,41.80370255
flores,fra_Latn,arb_Arab,Latin,Arabic,416,13733,3.02919974,14220,77352,18.38349364
flores,fra_Latn,hin_Deva,Latin,Devanagari,386,12187,3.16730943,13703,77352,17.71512049
flores,fra_Latn,guj_Gujr,Latin,Gujarati,381,10343,3.68365078,13494,77352,17.44492709
flores,fra_Latn,rus_Cyrl,Latin,Cyrillic,682,17015,4.00822803,17964,77352,23.22370462
flores,fra_Latn,tha_Thai,Latin,Thai,1138,11849,9.60418601,25303,77352,32.71150067
flores,fra_Latn,zho_Hans,Latin,Han,983,14792,6.64548405,23605,77352,30.51634088
flores,fra_Latn,jpn_Jpan,Latin,Japanese,368,13883,2.65072391,17404,77352,22.49974144
flores,fra_Latn,kor_Hang,Latin,Hangul,865,12381,6.98651159,23805,77352,30.77489916
flores,ita_Latn,eng_Latn,Latin,Latin,3547,13699,25.89240091,39825,70965,56.11921370
flores,ita_Latn,deu_Latn,Latin,Latin,2812,15013,18.73043362,34454,70965,48.55069400
flores,ita_Latn,nld_Latn,Latin,Latin,3199,13825,23.13924051,38577,70965,54.36060030
flores,ita_Latn,swe_Latn,Latin,Latin,3131,14345,21.82642036,37672,70965,53.08532375
flores,ita_Latn,spa_Latn,Latin,Latin,3896,13928,27.97242964,42750,70965,60.24096386
flores,ita_Latn,fra_Latn,Latin,Latin,3496,13530,25.83887657,41174,70965,58.02015078
flores,ita_Latn,ita_Latn,Latin,Latin,8954,8954,100.00000000,70965,70965,100.00000000
flores,ita_Latn,por_Latn,Latin,Latin,3973,13645,29.11689263,43608,70965,61.45001057
flores,ita_Latn,ron_Latn,Latin,Latin,4051,13362,30.31731777,42852,70965,60.38469668
flores,ita_Latn,ind_Latn,Latin,Latin,2910,13992,20.79759863,35053,70965,49.39477207
flores,ita_Latn,zsm_Latn,Latin,Latin,2818,13825,20.38336347,34970,70965,49.27781301
flores,ita_Latn,tgl_Latn,Latin,Latin,3096,12869,24.05781335,38396,70965,54.10554499
flores,ita_Latn,pol_Latn,Latin,Latin,2792,15060,18.53917663,35935,70965,50.63763827
flores,ita_Latn,hun_Latn,Latin,Latin,2648,14639,18.08866726,35397,70965,49.87951807
flores,ita_Latn,tur_Latn,Latin,Latin,2661,14374,18.51259218,34728,70965,48.93679983
flores,ita_Latn,vie_Latn,Latin,Latin,2244,11587,19.36653146,29992,70965,42.26308744
flores,ita_Latn,arb_Arab,Latin,Arabic,453,14578,3.10742214,12141,70965,17.10843373
flores,ita_Latn,hin_Deva,Latin,Devanagari,428,13027,3.28548399,10642,70965,14.99612485
flores,ita_Latn,guj_Gujr,Latin,Gujarati,414,11192,3.69907076,9622,70965,13.55879659
flores,ita_Latn,rus_Cyrl,Latin,Cyrillic,724,17855,4.05488659,14454,70965,20.36778694
flores,ita_Latn,tha_Thai,Latin,Thai,1198,12671,9.45466025,19924,70965,28.07581202
flores,ita_Latn,zho_Hans,Latin,Han,1030,15627,6.59115633,17706,70965,24.95032763
flores,ita_Latn,jpn_Jpan,Latin,Japanese,396,14737,2.68711407,13143,70965,18.52039738
flores,ita_Latn,kor_Hang,Latin,Hangul,921,13207,6.97357462,18251,70965,25.71831184
flores,por_Latn,eng_Latn,Latin,Latin,3296,13660,24.12884334,35003,66406,52.71059844
flores,por_Latn,deu_Latn,Latin,Latin,2669,14866,17.95371990,30072,66406,45.28506460
flores,por_Latn,nld_Latn,Latin,Latin,2936,13798,21.27844615,32277,66406,48.60554769
flores,por_Latn,swe_Latn,Latin,Latin,2897,14289,20.27433690,33113,66406,49.86447008
flores,por_Latn,spa_Latn,Latin,Latin,5047,12487,40.41803476,45876,66406,69.08411890
flores,por_Latn,fra_Latn,Latin,Latin,3258,13478,24.17272592,37916,66406,57.09725025
flores,por_Latn,ita_Latn,Latin,Latin,3973,13645,29.11689263,41611,66406,62.66150649
flores,por_Latn,por_Latn,Latin,Latin,8664,8664,100.00000000,66406,66406,100.00000000
flores,por_Latn,ron_Latn,Latin,Latin,3742,13381,27.96502504,38102,66406,57.37734542
flores,por_Latn,ind_Latn,Latin,Latin,2796,13816,20.23740591,32300,66406,48.64018312
flores,por_Latn,zsm_Latn,Latin,Latin,2759,13594,20.29571870,32704,66406,49.24856188
flores,por_Latn,tgl_Latn,Latin,Latin,2970,12705,23.37662338,35320,66406,53.18796494
flores,por_Latn,pol_Latn,Latin,Latin,2667,14895,17.90533736,32929,66406,49.58738668
flores,por_Latn,hun_Latn,Latin,Latin,2683,14314,18.74388710,32770,66406,49.34795049
flores,por_Latn,tur_Latn,Latin,Latin,2588,14157,18.28070919,31864,66406,47.98361594
flores,por_Latn,vie_Latn,Latin,Latin,2269,11272,20.12952449,26753,66406,40.28702226
flores,por_Latn,arb_Arab,Latin,Arabic,456,14285,3.19215961,10269,66406,15.46396410
flores,por_Latn,hin_Deva,Latin,Devanagari,438,12727,3.44150232,9857,66406,14.84353823
flores,por_Latn,guj_Gujr,Latin,Gujarati,422,10894,3.87369194,10108,66406,15.22151613
flores,por_Latn,rus_Cyrl,Latin,Cyrillic,708,17581,4.02707468,13633,66406,20.52977141
flores,por_Latn,tha_Thai,Latin,Thai,1185,12394,9.56107794,19182,66406,28.88594404
flores,por_Latn,zho_Hans,Latin,Han,1002,15365,6.52131468,19062,66406,28.70523748
flores,por_Latn,jpn_Jpan,Latin,Japanese,367,14476,2.53523073,13158,66406,19.81447460
flores,por_Latn,kor_Hang,Latin,Hangul,903,12935,6.98105914,18576,66406,27.97337590
flores,ron_Latn,eng_Latn,Latin,Latin,3589,13162,27.26789242,36379,74034,49.13823378
flores,ron_Latn,deu_Latn,Latin,Latin,2876,14454,19.89760620,30941,74034,41.79295999
flores,ron_Latn,nld_Latn,Latin,Latin,3235,13294,24.33428614,33795,74034,45.64794554
flores,ron_Latn,swe_Latn,Latin,Latin,3133,13848,22.62420566,34480,74034,46.57319610
flores,ron_Latn,spa_Latn,Latin,Latin,3738,13591,27.50349496,37477,74034,50.62133614
flores,ron_Latn,fra_Latn,Latin,Latin,3379,13152,25.69190998,36794,74034,49.69878704
flores,ron_Latn,ita_Latn,Latin,Latin,4051,13362,30.31731777,39877,74034,53.86308993
flores,ron_Latn,por_Latn,Latin,Latin,3742,13381,27.96502504,38647,74034,52.20169111
flores,ron_Latn,ron_Latn,Latin,Latin,8459,8459,100.00000000,74034,74034,100.00000000
flores,ron_Latn,ind_Latn,Latin,Latin,3051,13356,22.84366577,33314,74034,44.99824405
flores,ron_Latn,zsm_Latn,Latin,Latin,2926,13222,22.12978369,32911,74034,44.45389956
flores,ron_Latn,tgl_Latn,Latin,Latin,3026,12444,24.31693989,33506,74034,45.25758435
flores,ron_Latn,pol_Latn,Latin,Latin,3038,14319,21.21656540,35101,74034,47.41199989
flores,ron_Latn,hun_Latn,Latin,Latin,2704,14088,19.19363998,33247,74034,44.90774509
flores,ron_Latn,tur_Latn,Latin,Latin,2809,13731,20.45735926,32221,74034,43.52189535
flores,ron_Latn,vie_Latn,Latin,Latin,2288,11048,20.70963070,29045,74034,39.23197450
flores,ron_Latn,arb_Arab,Latin,Arabic,447,14089,3.17268791,10505,74034,14.18942648
flores,ron_Latn,hin_Deva,Latin,Devanagari,436,12524,3.48131587,10013,74034,13.52486695
flores,ron_Latn,guj_Gujr,Latin,Gujarati,418,10693,3.90909941,9867,74034,13.32766026
flores,ron_Latn,rus_Cyrl,Latin,Cyrillic,723,17361,4.16450665,14516,74034,19.60720750
flores,ron_Latn,tha_Thai,Latin,Thai,1187,12187,9.73988676,19968,74034,26.97139152
flores,ron_Latn,zho_Hans,Latin,Han,1018,15144,6.72213418,18441,74034,24.90882567
flores,ron_Latn,jpn_Jpan,Latin,Japanese,370,14268,2.59321559,13944,74034,18.83458951
flores,ron_Latn,kor_Hang,Latin,Hangul,916,12717,7.20295667,20691,74034,27.94796985
flores,ind_Latn,eng_Latn,Latin,Latin,3013,13227,22.77916383,19518,56004,34.85108207
flores,ind_Latn,deu_Latn,Latin,Latin,2813,14006,20.08424961,20246,56004,36.15098922
flores,ind_Latn,nld_Latn,Latin,Latin,2965,13053,22.71508465,21464,56004,38.32583387
flores,ind_Latn,swe_Latn,Latin,Latin,3057,13413,22.79132185,22605,56004,40.36318834
flores,ind_Latn,spa_Latn,Latin,Latin,2703,14115,19.14984060,20616,56004,36.81165631
flores,ind_Latn,fra_Latn,Latin,Latin,2607,13413,19.43636770,20661,56004,36.89200771
flores,ind_Latn,ita_Latn,Latin,Latin,2910,13992,20.79759863,21154,56004,37.77230198
flores,ind_Latn,por_Latn,Latin,Latin,2796,13816,20.23740591,21519,56004,38.42404114
flores,ind_Latn,ron_Latn,Latin,Latin,3051,13356,22.84366577,20292,56004,36.23312621
flores,ind_Latn,ind_Latn,Latin,Latin,7948,7948,100.00000000,56004,56004,100.00000000
flores,ind_Latn,zsm_Latn,Latin,Latin,5974,9663,61.82345027,49691,56004,88.72759089
flores,ind_Latn,tgl_Latn,Latin,Latin,3603,11356,31.72772103,24793,56004,44.27005214
flores,ind_Latn,pol_Latn,Latin,Latin,2766,14080,19.64488636,21593,56004,38.55617456
flores,ind_Latn,hun_Latn,Latin,Latin,2672,13609,19.63406569,20889,56004,37.29912149
flores,ind_Latn,tur_Latn,Latin,Latin,2960,13069,22.64901676,24034,56004,42.91479180
flores,ind_Latn,vie_Latn,Latin,Latin,2275,10550,21.56398104,16360,56004,29.21219913
flores,ind_Latn,arb_Arab,Latin,Arabic,434,13591,3.19328968,7856,56004,14.02756946
flores,ind_Latn,hin_Deva,Latin,Devanagari,422,12027,3.50877193,7196,56004,12.84908221
flores,ind_Latn,guj_Gujr,Latin,Gujarati,424,10176,4.16666667,7687,56004,13.72580530
flores,ind_Latn,rus_Cyrl,Latin,Cyrillic,701,16872,4.15481271,9234,56004,16.48810799
flores,ind_Latn,tha_Thai,Latin,Thai,1204,11659,10.32678617,11621,56004,20.75030355
flores,ind_Latn,zho_Hans,Latin,Han,1023,14628,6.99343724,11691,56004,20.87529462
flores,ind_Latn,jpn_Jpan,Latin,Japanese,373,13754,2.71193835,7602,56004,13.57403043
flores,ind_Latn,kor_Hang,Latin,Hangul,903,12219,7.39013013,10760,56004,19.21291336
flores,zsm_Latn,eng_Latn,Latin,Latin,3103,12878,24.09535642,19312,56764,34.02156296
flores,zsm_Latn,deu_Latn,Latin,Latin,2734,13826,19.77433820,19079,56764,33.61109154
flores,zsm_Latn,nld_Latn,Latin,Latin,2871,12888,22.27653631,21085,56764,37.14502149
flores,zsm_Latn,swe_Latn,Latin,Latin,2957,13254,22.31024596,22023,56764,38.79747727
flores,zsm_Latn,spa_Latn,Latin,Latin,2679,13880,19.30115274,20367,56764,35.88013530
flores,zsm_Latn,fra_Latn,Latin,Latin,2592,13169,19.68258790,19905,56764,35.06623917
flores,zsm_Latn,ita_Latn,Latin,Latin,2818,13825,20.38336347,20431,56764,35.99288281
flores,zsm_Latn,por_Latn,Latin,Latin,2759,13594,20.29571870,21266,56764,37.46388556
flores,zsm_Latn,ron_Latn,Latin,Latin,2926,13222,22.12978369,19910,56764,35.07504757
flores,zsm_Latn,ind_Latn,Latin,Latin,5974,9663,61.82345027,50909,56764,89.68536396
flores,zsm_Latn,zsm_Latn,Latin,Latin,7689,7689,100.00000000,56764,56764,100.00000000
flores,zsm_Latn,tgl_Latn,Latin,Latin,3616,11084,32.62360159,24382,56764,42.95328025
flores,zsm_Latn,pol_Latn,Latin,Latin,2662,13925,19.11669659,21111,56764,37.19082517
flores,zsm_Latn,hun_Latn,Latin,Latin,2646,13376,19.78169856,20070,56764,35.35691636
flores,zsm_Latn,tur_Latn,Latin,Latin,2910,12860,22.62830482,23681,56764,41.71834261
flores,zsm_Latn,vie_Latn,Latin,Latin,2345,10221,22.94296057,16165,56764,28.47755620
flores,zsm_Latn,arb_Arab,Latin,Arabic,460,13306,3.45708703,7214,56764,12.70875907
flores,zsm_Latn,hin_Deva,Latin,Devanagari,495,11695,4.23257802,7455,56764,13.13332394
flores,zsm_Latn,guj_Gujr,Latin,Gujarati,465,9876,4.70838396,7296,56764,12.85321683
flores,zsm_Latn,rus_Cyrl,Latin,Cyrillic,691,16623,4.15689105,8544,56764,15.05179339
flores,zsm_Latn,tha_Thai,Latin,Thai,1244,11360,10.95070423,11670,56764,20.55880488
flores,zsm_Latn,zho_Hans,Latin,Han,1042,14350,7.26132404,11587,56764,20.41258544
flores,zsm_Latn,jpn_Jpan,Latin,Japanese,398,13470,2.95471418,7467,56764,13.15446410
flores,zsm_Latn,kor_Hang,Latin,Hangul,939,11924,7.87487420,10374,56764,18.27566768
flores,tgl_Latn,eng_Latn,Latin,Latin,3577,11726,30.50486099,40561,85423,47.48252812
flores,tgl_Latn,deu_Latn,Latin,Latin,2808,13074,21.47774208,41569,85423,48.66253819
flores,tgl_Latn,nld_Latn,Latin,Latin,3041,12040,25.25747508,47672,85423,55.80698407
flores,tgl_Latn,swe_Latn,Latin,Latin,3070,12463,24.63291342,44624,85423,52.23885839
flores,tgl_Latn,spa_Latn,Latin,Latin,2967,12914,22.97506582,50351,85423,58.94314178
flores,tgl_Latn,fra_Latn,Latin,Latin,2756,12327,22.35742679,39768,85423,46.55420671
flores,tgl_Latn,ita_Latn,Latin,Latin,3096,12869,24.05781335,43650,85423,51.09865025
flores,tgl_Latn,por_Latn,Latin,Latin,2970,12705,23.37662338,41886,85423,49.03363263
flores,tgl_Latn,ron_Latn,Latin,Latin,3026,12444,24.31693989,42325,85423,49.54754574
flores,tgl_Latn,ind_Latn,Latin,Latin,3603,11356,31.72772103,50782,85423,59.44768973
flores,tgl_Latn,zsm_Latn,Latin,Latin,3616,11084,32.62360159,53671,85423,62.82968287
flores,tgl_Latn,tgl_Latn,Latin,Latin,7011,7011,100.00000000,85423,85423,100.00000000
flores,tgl_Latn,pol_Latn,Latin,Latin,2809,13100,21.44274809,44122,85423,51.65119464
flores,tgl_Latn,hun_Latn,Latin,Latin,2663,12681,20.99992114,41195,85423,48.22471700
flores,tgl_Latn,tur_Latn,Latin,Latin,2951,12141,24.30607034,44319,85423,51.88181169
flores,tgl_Latn,vie_Latn,Latin,Latin,2369,9519,24.88706797,38101,85423,44.60274165
