condition,source_language_code,target_language_code,source_script,target_script,shared_token_count,union_token_count,type_iou_percent,source_shared_token_occurrences,source_analysis_token_count,frequency_overlap_percent
reranking,ron_Latn,fra_Latn,Latin,Latin,733,7575,9.67656766,7897,19996,39.49289858
reranking,ron_Latn,ita_Latn,Latin,Latin,1306,8748,14.92912666,10027,19996,50.14502901
reranking,ron_Latn,por_Latn,Latin,Latin,1170,8784,13.31967213,9009,19996,45.05401080
reranking,ron_Latn,ron_Latn,Latin,Latin,4978,4978,100.00000000,19996,19996,100.00000000
reranking,ron_Latn,hin_Deva,Latin,Devanagari,113,8131,1.38974296,3365,19996,16.82836567
reranking,ron_Latn,rus_Cyrl,Latin,Cyrillic,205,9739,2.10493891,4322,19996,21.61432286
reranking,ron_Latn,zho_Hans,Latin,Han,153,9412,1.62558436,3033,19996,15.16803361
reranking,ron_Latn,jpn_Jpan,Latin,Japanese,256,8311,3.08025508,3705,19996,18.52870574
reranking,hin_Deva,eng_Latn,Devanagari,Latin,125,6638,1.88309732,1717,19999,8.58542927
reranking,hin_Deva,deu_Latn,Devanagari,Latin,119,8434,1.41095566,1727,19999,8.63543177
reranking,hin_Deva,nld_Latn,Devanagari,Latin,114,7912,1.44084934,1725,19999,8.62543127
reranking,hin_Deva,swe_Latn,Devanagari,Latin,117,8211,1.42491779,1720,19999,8.60043002
reranking,hin_Deva,fra_Latn,Devanagari,Latin,113,6483,1.74302021,1709,19999,8.54542727
reranking,hin_Deva,ita_Latn,Devanagari,Latin,111,8231,1.34856032,1711,19999,8.55542777
reranking,hin_Deva,por_Latn,Devanagari,Latin,116,8126,1.42751661,1719,19999,8.59542977
reranking,hin_Deva,ron_Latn,Devanagari,Latin,113,8131,1.38974296,1717,19999,8.58542927
reranking,hin_Deva,hin_Deva,Devanagari,Devanagari,3266,3266,100.00000000,19999,19999,100.00000000
reranking,hin_Deva,rus_Cyrl,Devanagari,Cyrillic,80,8152,0.98135427,1681,19999,8.40542027
reranking,hin_Deva,zho_Hans,Devanagari,Han,58,7795,0.74406671,842,19999,4.21021051
reranking,hin_Deva,jpn_Jpan,Devanagari,Japanese,69,6786,1.01679929,1441,19999,7.20536027
reranking,rus_Cyrl,eng_Latn,Cyrillic,Latin,192,8271,2.32136380,2543,20000,12.71500000
reranking,rus_Cyrl,deu_Latn,Cyrillic,Latin,210,10043,2.09100866,2559,20000,12.79500000
reranking,rus_Cyrl,nld_Latn,Cyrillic,Latin,212,9514,2.22829514,2556,20000,12.78000000
reranking,rus_Cyrl,swe_Latn,Cyrillic,Latin,211,9817,2.14933279,2564,20000,12.82000000
reranking,rus_Cyrl,fra_Latn,Cyrillic,Latin,183,8113,2.25563910,2681,20000,13.40500000
reranking,rus_Cyrl,ita_Latn,Cyrillic,Latin,218,9824,2.21905537,2561,20000,12.80500000
reranking,rus_Cyrl,por_Latn,Cyrillic,Latin,198,9744,2.03201970,2544,20000,12.72000000
reranking,rus_Cyrl,ron_Latn,Cyrillic,Latin,205,9739,2.10493891,2602,20000,13.01000000
reranking,rus_Cyrl,hin_Deva,Cyrillic,Devanagari,80,8152,0.98135427,2297,20000,11.48500000
reranking,rus_Cyrl,rus_Cyrl,Cyrillic,Cyrillic,4966,4966,100.00000000,20000,20000,100.00000000
reranking,rus_Cyrl,zho_Hans,Cyrillic,Han,83,9470,0.87645195,1453,20000,7.26500000
reranking,rus_Cyrl,jpn_Jpan,Cyrillic,Japanese,105,8450,1.24260355,1761,20000,8.80500000
reranking,zho_Hans,eng_Latn,Han,Latin,174,7910,2.19974716,2658,19999,13.29066453
reranking,zho_Hans,deu_Latn,Han,Latin,143,9731,1.46953037,2553,19999,12.76563828
reranking,zho_Hans,nld_Latn,Han,Latin,167,9180,1.81917211,2642,19999,13.21066053
reranking,zho_Hans,swe_Latn,Han,Latin,160,9489,1.68616293,2590,19999,12.95064753
reranking,zho_Hans,fra_Latn,Han,Latin,177,7740,2.28682171,2659,19999,13.29566478
reranking,zho_Hans,ita_Latn,Han,Latin,157,9506,1.65158847,2528,19999,12.64063203
reranking,zho_Hans,por_Latn,Han,Latin,146,9417,1.55038760,2553,19999,12.76563828
reranking,zho_Hans,ron_Latn,Han,Latin,153,9412,1.62558436,2558,19999,12.79063953
reranking,zho_Hans,hin_Deva,Han,Devanagari,58,7795,0.74406671,2276,19999,11.38056903
reranking,zho_Hans,rus_Cyrl,Han,Cyrillic,83,9470,0.87645195,2375,19999,11.87559378
reranking,zho_Hans,zho_Hans,Han,Han,4587,4587,100.00000000,19999,19999,100.00000000
reranking,zho_Hans,jpn_Jpan,Han,Japanese,740,7436,9.95158687,7306,19999,36.53182659
reranking,jpn_Jpan,eng_Latn,Japanese,Latin,228,6858,3.32458443,1718,20000,8.59000000
reranking,jpn_Jpan,deu_Latn,Japanese,Latin,264,8612,3.06549001,1745,20000,8.72500000
reranking,jpn_Jpan,nld_Latn,Japanese,Latin,230,8119,2.83286119,1708,20000,8.54000000
reranking,jpn_Jpan,swe_Latn,Japanese,Latin,240,8411,2.85340625,1715,20000,8.57500000
reranking,jpn_Jpan,fra_Latn,Japanese,Latin,226,6693,3.37666218,1743,20000,8.71500000
reranking,jpn_Jpan,ita_Latn,Japanese,Latin,238,8427,2.82425537,1627,20000,8.13500000
reranking,jpn_Jpan,por_Latn,Japanese,Latin,246,8319,2.95708619,1757,20000,8.78500000
reranking,jpn_Jpan,ron_Latn,Japanese,Latin,256,8311,3.08025508,1764,20000,8.82000000
reranking,jpn_Jpan,hin_Deva,Japanese,Devanagari,69,6786,1.01679929,1348,20000,6.74000000
reranking,jpn_Jpan,rus_Cyrl,Japanese,Cyrillic,105,8450,1.24260355,1438,20000,7.19000000
reranking,jpn_Jpan,zho_Hans,Japanese,Han,740,7436,9.95158687,4048,20000,20.24000000
reranking,jpn_Jpan,jpn_Jpan,Japanese,Japanese,3589,3589,100.00000000,20000,20000,100.00000000
