condition,source_language_code,target_language_code,source_script,target_script,shared_token_count,union_token_count,type_iou_percent,source_shared_token_occurrences,source_analysis_token_count,frequency_overlap_percent
sts,nld_Latn,eng_Latn,Latin,Latin,75,1965,3.81679389,803,2951,27.21111488
sts,nld_Latn,deu_Latn,Latin,Latin,91,1890,4.81481481,747,2951,25.31345307
sts,nld_Latn,nld_Latn,Latin,Latin,857,857,100.00000000,2951,2951,100.00000000
sts,nld_Latn,spa_Latn,Latin,Latin,53,1904,2.78361345,734,2951,24.87292443
sts,nld_Latn,fra_Latn,Latin,Latin,71,1972,3.60040568,776,2951,26.29617079
sts,nld_Latn,ita_Latn,Latin,Latin,62,1960,3.16326531,636,2951,21.55201627
sts,nld_Latn,ind_Latn,Latin,Latin,76,2288,3.32167832,737,2951,24.97458489
sts,nld_Latn,pol_Latn,Latin,Latin,70,2031,3.44657804,657,2951,22.26363944
sts,nld_Latn,tur_Latn,Latin,Latin,64,1975,3.24050633,715,2951,24.22907489
sts,nld_Latn,arb_Arab,Latin,Arabic,5,2082,0.24015370,270,2951,9.14944087
sts,nld_Latn,hin_Deva,Latin,Devanagari,6,2010,0.29850746,64,2951,2.16875635
sts,nld_Latn,guj_Gujr,Latin,Gujarati,14,1928,0.72614108,332,2951,11.25042359
sts,nld_Latn,rus_Cyrl,Latin,Cyrillic,6,2193,0.27359781,273,2951,9.25110132
sts,nld_Latn,zho_Hans,Latin,Han,3,2029,0.14785609,51,2951,1.72822772
sts,nld_Latn,jpn_Jpan,Latin,Japanese,1,1562,0.06402049,47,2951,1.59268045
sts,nld_Latn,kor_Hang,Latin,Hangul,9,1941,0.46367852,303,2951,10.26770586
sts,spa_Latn,eng_Latn,Latin,Latin,85,2198,3.86715196,764,2928,26.09289617
sts,spa_Latn,deu_Latn,Latin,Latin,65,2159,3.01065308,566,2928,19.33060109
sts,spa_Latn,nld_Latn,Latin,Latin,53,1904,2.78361345,694,2928,23.70218579
sts,spa_Latn,spa_Latn,Latin,Latin,1100,1100,100.00000000,2928,2928,100.00000000
sts,spa_Latn,fra_Latn,Latin,Latin,121,2165,5.58891455,1076,2928,36.74863388
sts,spa_Latn,ita_Latn,Latin,Latin,150,2115,7.09219858,1041,2928,35.55327869
sts,spa_Latn,ind_Latn,Latin,Latin,120,2487,4.82509047,861,2928,29.40573770
sts,spa_Latn,pol_Latn,Latin,Latin,78,2266,3.44218888,567,2928,19.36475410
sts,spa_Latn,tur_Latn,Latin,Latin,82,2200,3.72727273,868,2928,29.64480874
sts,spa_Latn,arb_Arab,Latin,Arabic,20,2310,0.86580087,104,2928,3.55191257
sts,spa_Latn,hin_Deva,Latin,Devanagari,22,2237,0.98345999,243,2928,8.29918033
sts,spa_Latn,guj_Gujr,Latin,Gujarati,32,2153,1.48629819,469,2928,16.01775956
sts,spa_Latn,rus_Cyrl,Latin,Cyrillic,29,2413,1.20182346,316,2928,10.79234973
sts,spa_Latn,zho_Hans,Latin,Han,17,2258,0.75287865,252,2928,8.60655738
sts,spa_Latn,jpn_Jpan,Latin,Japanese,2,1804,0.11086475,13,2928,0.44398907
sts,spa_Latn,kor_Hang,Latin,Hangul,24,2169,1.10650069,322,2928,10.99726776
sts,fra_Latn,eng_Latn,Latin,Latin,126,2243,5.61747659,809,2932,27.59208731
sts,fra_Latn,deu_Latn,Latin,Latin,102,2208,4.61956522,604,2932,20.60027285
sts,fra_Latn,nld_Latn,Latin,Latin,71,1972,3.60040568,722,2932,24.62482947
sts,fra_Latn,spa_Latn,Latin,Latin,121,2165,5.58891455,984,2932,33.56070941
sts,fra_Latn,fra_Latn,Latin,Latin,1186,1186,100.00000000,2932,2932,100.00000000
sts,fra_Latn,ita_Latn,Latin,Latin,118,2233,5.28437080,1001,2932,34.14051842
sts,fra_Latn,ind_Latn,Latin,Latin,122,2571,4.74523532,778,2932,26.53478854
sts,fra_Latn,pol_Latn,Latin,Latin,98,2332,4.20240137,605,2932,20.63437926
sts,fra_Latn,tur_Latn,Latin,Latin,85,2283,3.72317127,695,2932,23.70395634
sts,fra_Latn,arb_Arab,Latin,Arabic,19,2397,0.79265749,191,2932,6.51432469
sts,fra_Latn,hin_Deva,Latin,Devanagari,18,2327,0.77352815,244,2932,8.32196453
sts,fra_Latn,guj_Gujr,Latin,Gujarati,34,2237,1.51989271,473,2932,16.13233288
sts,fra_Latn,rus_Cyrl,Latin,Cyrillic,27,2501,1.07956817,309,2932,10.53888131
sts,fra_Latn,zho_Hans,Latin,Han,14,2347,0.59650618,145,2932,4.94542974
sts,fra_Latn,jpn_Jpan,Latin,Japanese,2,1890,0.10582011,22,2932,0.75034106
sts,fra_Latn,kor_Hang,Latin,Hangul,20,2259,0.88534750,333,2932,11.35743520
sts,ita_Latn,eng_Latn,Latin,Latin,78,2270,3.43612335,768,2932,26.19372442
sts,ita_Latn,deu_Latn,Latin,Latin,68,2221,3.06168393,473,2932,16.13233288
sts,ita_Latn,nld_Latn,Latin,Latin,62,1960,3.16326531,483,2932,16.47339700
sts,ita_Latn,spa_Latn,Latin,Latin,150,2115,7.09219858,996,2932,33.96998636
sts,ita_Latn,fra_Latn,Latin,Latin,118,2233,5.28437080,922,2932,31.44611187
sts,ita_Latn,ita_Latn,Latin,Latin,1165,1165,100.00000000,2932,2932,100.00000000
sts,ita_Latn,ind_Latn,Latin,Latin,97,2575,3.76699029,815,2932,27.79672578
sts,ita_Latn,pol_Latn,Latin,Latin,81,2328,3.47938144,575,2932,19.61118690
sts,ita_Latn,tur_Latn,Latin,Latin,72,2275,3.16483516,605,2932,20.63437926
sts,ita_Latn,arb_Arab,Latin,Arabic,21,2374,0.88458298,144,2932,4.91132333
sts,ita_Latn,hin_Deva,Latin,Devanagari,19,2305,0.82429501,183,2932,6.24147340
sts,ita_Latn,guj_Gujr,Latin,Gujarati,32,2218,1.44274121,383,2932,13.06275580
sts,ita_Latn,rus_Cyrl,Latin,Cyrillic,25,2482,1.00725222,260,2932,8.86766712
sts,ita_Latn,zho_Hans,Latin,Han,14,2326,0.60189166,166,2932,5.66166439
sts,ita_Latn,jpn_Jpan,Latin,Japanese,1,1870,0.05347594,21,2932,0.71623465
sts,ita_Latn,kor_Hang,Latin,Hangul,19,2239,0.84859312,246,2932,8.39017735
sts,ind_Latn,eng_Latn,Latin,Latin,119,2571,4.62854920,588,2951,19.92544900
sts,ind_Latn,deu_Latn,Latin,Latin,112,2519,4.44620881,617,2951,20.90816672
sts,ind_Latn,nld_Latn,Latin,Latin,76,2288,3.32167832,486,2951,16.46899356
sts,ind_Latn,spa_Latn,Latin,Latin,120,2487,4.82509047,636,2951,21.55201627
sts,ind_Latn,fra_Latn,Latin,Latin,122,2571,4.74523532,665,2951,22.53473399
sts,ind_Latn,ita_Latn,Latin,Latin,97,2575,3.76699029,663,2951,22.46696035
sts,ind_Latn,ind_Latn,Latin,Latin,1507,1507,100.00000000,2951,2951,100.00000000
sts,ind_Latn,pol_Latn,Latin,Latin,119,2632,4.52127660,619,2951,20.97594036
sts,ind_Latn,tur_Latn,Latin,Latin,102,2587,3.94279088,579,2951,19.62046764
sts,ind_Latn,arb_Arab,Latin,Arabic,21,2716,0.77319588,274,2951,9.28498814
sts,ind_Latn,hin_Deva,Latin,Devanagari,22,2644,0.83207262,244,2951,8.26838360
sts,ind_Latn,guj_Gujr,Latin,Gujarati,34,2558,1.32916341,422,2951,14.30023721
sts,ind_Latn,rus_Cyrl,Latin,Cyrillic,27,2822,0.95676825,406,2951,13.75804812
sts,ind_Latn,zho_Hans,Latin,Han,17,2665,0.63789869,175,2951,5.93019315
sts,ind_Latn,jpn_Jpan,Latin,Japanese,1,2212,0.04520796,9,2951,0.30498136
sts,ind_Latn,kor_Hang,Latin,Hangul,28,2572,1.08864697,416,2951,14.09691630
sts,pol_Latn,eng_Latn,Latin,Latin,76,2351,3.23266695,599,2951,20.29820400
sts,pol_Latn,deu_Latn,Latin,Latin,87,2281,3.81411662,600,2951,20.33209082
sts,pol_Latn,nld_Latn,Latin,Latin,70,2031,3.44657804,674,2951,22.83971535
sts,pol_Latn,spa_Latn,Latin,Latin,78,2266,3.44218888,522,2951,17.68891901
sts,pol_Latn,fra_Latn,Latin,Latin,98,2332,4.20240137,622,2951,21.07760081
sts,pol_Latn,ita_Latn,Latin,Latin,81,2328,3.47938144,646,2951,21.89088445
sts,pol_Latn,ind_Latn,Latin,Latin,119,2632,4.52127660,733,2951,24.83903761
sts,pol_Latn,pol_Latn,Latin,Latin,1244,1244,100.00000000,2951,2951,100.00000000
sts,pol_Latn,tur_Latn,Latin,Latin,67,2359,2.84018652,579,2951,19.62046764
sts,pol_Latn,arb_Arab,Latin,Arabic,15,2459,0.61000407,211,2951,7.15011860
sts,pol_Latn,hin_Deva,Latin,Devanagari,12,2391,0.50188206,221,2951,7.48898678
sts,pol_Latn,guj_Gujr,Latin,Gujarati,24,2305,1.04121475,362,2951,12.26702813
sts,pol_Latn,rus_Cyrl,Latin,Cyrillic,23,2563,0.89738588,339,2951,11.48763131
sts,pol_Latn,zho_Hans,Latin,Han,11,2408,0.45681063,176,2951,5.96407997
sts,pol_Latn,jpn_Jpan,Latin,Japanese,2,1948,0.10266940,36,2951,1.21992545
sts,pol_Latn,kor_Hang,Latin,Hangul,18,2319,0.77619664,338,2951,11.45374449
sts,tur_Latn,eng_Latn,Latin,Latin,64,2301,2.78139939,463,2943,15.73224601
sts,tur_Latn,deu_Latn,Latin,Latin,71,2235,3.17673378,505,2943,17.15936120
sts,tur_Latn,nld_Latn,Latin,Latin,64,1975,3.24050633,581,2943,19.74176011
sts,tur_Latn,spa_Latn,Latin,Latin,82,2200,3.72727273,577,2943,19.60584438
sts,tur_Latn,fra_Latn,Latin,Latin,85,2283,3.72317127,573,2943,19.46992864
sts,tur_Latn,ita_Latn,Latin,Latin,72,2275,3.16483516,552,2943,18.75637105
sts,tur_Latn,ind_Latn,Latin,Latin,102,2587,3.94279088,639,2943,21.71253823
sts,tur_Latn,pol_Latn,Latin,Latin,67,2359,2.84018652,516,2943,17.53312946
sts,tur_Latn,tur_Latn,Latin,Latin,1182,1182,100.00000000,2943,2943,100.00000000
sts,tur_Latn,arb_Arab,Latin,Arabic,14,2398,0.58381985,149,2943,5.06286103
sts,tur_Latn,hin_Deva,Latin,Devanagari,12,2329,0.51524259,134,2943,4.55317703
sts,tur_Latn,guj_Gujr,Latin,Gujarati,26,2241,1.16019634,279,2943,9.48012232
sts,tur_Latn,rus_Cyrl,Latin,Cyrillic,18,2506,0.71827614,231,2943,7.84913354
sts,tur_Latn,zho_Hans,Latin,Han,7,2350,0.29787234,100,2943,3.39789331
sts,tur_Latn,jpn_Jpan,Latin,Japanese,1,1887,0.05299417,11,2943,0.37376826
sts,tur_Latn,kor_Hang,Latin,Hangul,15,2260,0.66371681,225,2943,7.64525994
sts,arb_Arab,eng_Latn,Arabic,Latin,15,2398,0.62552127,133,2923,4.55011974
sts,arb_Arab,deu_Latn,Arabic,Latin,10,2344,0.42662116,123,2923,4.20800547
sts,arb_Arab,nld_Latn,Arabic,Latin,5,2082,0.24015370,106,2923,3.62641122
sts,arb_Arab,spa_Latn,Arabic,Latin,20,2310,0.86580087,137,2923,4.68696545
sts,arb_Arab,fra_Latn,Arabic,Latin,19,2397,0.79265749,158,2923,5.40540541
sts,arb_Arab,ita_Latn,Arabic,Latin,21,2374,0.88458298,168,2923,5.74751967
sts,arb_Arab,ind_Latn,Arabic,Latin,21,2716,0.77319588,144,2923,4.92644543
sts,arb_Arab,pol_Latn,Arabic,Latin,15,2459,0.61000407,132,2923,4.51590831
sts,arb_Arab,tur_Latn,Arabic,Latin,14,2398,0.58381985,131,2923,4.48169689
sts,arb_Arab,arb_Arab,Arabic,Arabic,1230,1230,100.00000000,2923,2923,100.00000000
sts,arb_Arab,hin_Deva,Arabic,Devanagari,16,2373,0.67425200,103,2923,3.52377694
sts,arb_Arab,guj_Gujr,Arabic,Gujarati,13,2302,0.56472632,130,2923,4.44748546
sts,arb_Arab,rus_Cyrl,Arabic,Cyrillic,22,2550,0.86274510,162,2923,5.54225111
sts,arb_Arab,zho_Hans,Arabic,Han,7,2398,0.29190992,75,2923,2.56585700
sts,arb_Arab,jpn_Jpan,Arabic,Japanese,1,1935,0.05167959,65,2923,2.22374273
sts,arb_Arab,kor_Hang,Arabic,Hangul,16,2307,0.69354140,135,2923,4.61854259
sts,hin_Deva,eng_Latn,Devanagari,Latin,17,2325,0.73118280,330,2951,11.18264995
sts,hin_Deva,deu_Latn,Devanagari,Latin,12,2271,0.52840159,324,2951,10.97932904
sts,hin_Deva,nld_Latn,Devanagari,Latin,6,2010,0.29850746,59,2951,1.99932226
sts,hin_Deva,spa_Latn,Devanagari,Latin,22,2237,0.98345999,337,2951,11.41985768
sts,hin_Deva,fra_Latn,Devanagari,Latin,18,2327,0.77352815,76,2951,2.57539817
sts,hin_Deva,ita_Latn,Devanagari,Latin,19,2305,0.82429501,335,2951,11.35208404
sts,hin_Deva,ind_Latn,Devanagari,Latin,22,2644,0.83207262,335,2951,11.35208404
sts,hin_Deva,pol_Latn,Devanagari,Latin,12,2391,0.50188206,324,2951,10.97932904
sts,hin_Deva,tur_Latn,Devanagari,Latin,12,2329,0.51524259,322,2951,10.91155540
sts,hin_Deva,arb_Arab,Devanagari,Arabic,16,2373,0.67425200,306,2951,10.36936632
sts,hin_Deva,hin_Deva,Devanagari,Devanagari,1159,1159,100.00000000,2951,2951,100.00000000
sts,hin_Deva,guj_Gujr,Devanagari,Gujarati,19,2225,0.85393258,208,2951,7.04845815
sts,hin_Deva,rus_Cyrl,Devanagari,Cyrillic,16,2485,0.64386318,330,2951,11.18264995
sts,hin_Deva,zho_Hans,Devanagari,Han,8,2326,0.34393809,54,2951,1.82988817
sts,hin_Deva,jpn_Jpan,Devanagari,Japanese,1,1864,0.05364807,24,2951,0.81328363
sts,hin_Deva,kor_Hang,Devanagari,Hangul,16,2236,0.71556351,329,2951,11.14876313
sts,guj_Gujr,eng_Latn,Gujarati,Latin,105,2163,4.85436893,839,2949,28.45032214
sts,guj_Gujr,deu_Latn,Gujarati,Latin,18,2191,0.82154267,297,2949,10.07121058
sts,guj_Gujr,nld_Latn,Gujarati,Latin,14,1928,0.72614108,270,2949,9.15564598
sts,guj_Gujr,spa_Latn,Gujarati,Latin,32,2153,1.48629819,317,2949,10.74940658
sts,guj_Gujr,fra_Latn,Gujarati,Latin,34,2237,1.51989271,316,2949,10.71549678
sts,guj_Gujr,ita_Latn,Gujarati,Latin,32,2218,1.44274121,321,2949,10.88504578
sts,guj_Gujr,ind_Latn,Gujarati,Latin,34,2558,1.32916341,313,2949,10.61376738
sts,guj_Gujr,pol_Latn,Gujarati,Latin,24,2305,1.04121475,308,2949,10.44421838
sts,guj_Gujr,tur_Latn,Gujarati,Latin,26,2241,1.16019634,296,2949,10.03730078
sts,guj_Gujr,arb_Arab,Gujarati,Arabic,13,2302,0.56472632,221,2949,7.49406579
sts,guj_Gujr,hin_Deva,Gujarati,Devanagari,19,2225,0.85393258,163,2949,5.52729739
sts,guj_Gujr,guj_Gujr,Gujarati,Gujarati,1085,1085,100.00000000,2949,2949,100.00000000
sts,guj_Gujr,rus_Cyrl,Gujarati,Cyrillic,16,2411,0.66362505,294,2949,9.96948118
sts,guj_Gujr,zho_Hans,Gujarati,Han,12,2248,0.53380783,148,2949,5.01865039
sts,guj_Gujr,jpn_Jpan,Gujarati,Japanese,1,1790,0.05586592,66,2949,2.23804680
sts,guj_Gujr,kor_Hang,Gujarati,Hangul,17,2161,0.78667284,284,2949,9.63038318
sts,rus_Cyrl,eng_Latn,Cyrillic,Latin,20,2505,0.79840319,347,2933,11.83088987
sts,rus_Cyrl,deu_Latn,Cyrillic,Latin,18,2448,0.73529412,337,2933,11.48994204
sts,rus_Cyrl,nld_Latn,Cyrillic,Latin,6,2193,0.27359781,285,2933,9.71701330
sts,rus_Cyrl,spa_Latn,Cyrillic,Latin,29,2413,1.20182346,358,2933,12.20593249
sts,rus_Cyrl,fra_Latn,Cyrillic,Latin,27,2501,1.07956817,381,2933,12.99011251
sts,rus_Cyrl,ita_Latn,Cyrillic,Latin,25,2482,1.00725222,362,2933,12.34231163
sts,rus_Cyrl,ind_Latn,Cyrillic,Latin,27,2822,0.95676825,349,2933,11.89907944
sts,rus_Cyrl,pol_Latn,Cyrillic,Latin,23,2563,0.89738588,378,2933,12.88782816
sts,rus_Cyrl,tur_Latn,Cyrillic,Latin,18,2506,0.71827614,327,2933,11.14899420
sts,rus_Cyrl,arb_Arab,Cyrillic,Arabic,22,2550,0.86274510,213,2933,7.26218889
sts,rus_Cyrl,hin_Deva,Cyrillic,Devanagari,16,2485,0.64386318,219,2933,7.46675759
sts,rus_Cyrl,guj_Gujr,Cyrillic,Gujarati,16,2411,0.66362505,337,2933,11.48994204
sts,rus_Cyrl,rus_Cyrl,Cyrillic,Cyrillic,1342,1342,100.00000000,2933,2933,100.00000000
sts,rus_Cyrl,zho_Hans,Cyrillic,Han,9,2508,0.35885167,181,2933,6.17115581
sts,rus_Cyrl,jpn_Jpan,Cyrillic,Japanese,2,2046,0.09775171,26,2933,0.88646437
sts,rus_Cyrl,kor_Hang,Cyrillic,Hangul,15,2420,0.61983471,328,2933,11.18308899
sts,zho_Hans,eng_Latn,Han,Latin,9,2349,0.38314176,234,2941,7.95647739
sts,zho_Hans,deu_Latn,Han,Latin,7,2292,0.30541012,234,2941,7.95647739
sts,zho_Hans,nld_Latn,Han,Latin,3,2029,0.14785609,192,2941,6.52839170
sts,zho_Hans,spa_Latn,Han,Latin,17,2258,0.75287865,238,2941,8.09248555
sts,zho_Hans,fra_Latn,Han,Latin,14,2347,0.59650618,235,2941,7.99047943
sts,zho_Hans,ita_Latn,Han,Latin,14,2326,0.60189166,242,2941,8.22849371
sts,zho_Hans,ind_Latn,Han,Latin,17,2665,0.63789869,236,2941,8.02448147
sts,zho_Hans,pol_Latn,Han,Latin,11,2408,0.45681063,232,2941,7.88847331
sts,zho_Hans,tur_Latn,Han,Latin,7,2350,0.29787234,227,2941,7.71846311
sts,zho_Hans,arb_Arab,Han,Arabic,7,2398,0.29190992,92,2941,3.12818769
sts,zho_Hans,hin_Deva,Han,Devanagari,8,2326,0.34393809,220,2941,7.48044883
sts,zho_Hans,guj_Gujr,Han,Gujarati,12,2248,0.53380783,238,2941,8.09248555
sts,zho_Hans,rus_Cyrl,Han,Cyrillic,9,2508,0.35885167,222,2941,7.54845291
sts,zho_Hans,zho_Hans,Han,Han,1175,1175,100.00000000,2941,2941,100.00000000
sts,zho_Hans,jpn_Jpan,Han,Japanese,67,1814,3.69349504,358,2941,12.17273036
sts,zho_Hans,kor_Hang,Han,Hangul,11,2257,0.48737262,228,2941,7.75246515
sts,jpn_Jpan,eng_Latn,Japanese,Latin,2,1887,0.10598834,201,2949,6.81586979
sts,jpn_Jpan,deu_Latn,Japanese,Latin,1,1829,0.05467469,200,2949,6.78195999
sts,jpn_Jpan,nld_Latn,Japanese,Latin,1,1562,0.06402049,200,2949,6.78195999
sts,jpn_Jpan,spa_Latn,Japanese,Latin,2,1804,0.11086475,201,2949,6.81586979
sts,jpn_Jpan,fra_Latn,Japanese,Latin,2,1890,0.10582011,201,2949,6.81586979
sts,jpn_Jpan,ita_Latn,Japanese,Latin,1,1870,0.05347594,200,2949,6.78195999
sts,jpn_Jpan,ind_Latn,Japanese,Latin,1,2212,0.04520796,200,2949,6.78195999
sts,jpn_Jpan,pol_Latn,Japanese,Latin,2,1948,0.10266940,201,2949,6.81586979
sts,jpn_Jpan,tur_Latn,Japanese,Latin,1,1887,0.05299417,200,2949,6.78195999
sts,jpn_Jpan,arb_Arab,Japanese,Arabic,1,1935,0.05167959,200,2949,6.78195999
sts,jpn_Jpan,hin_Deva,Japanese,Devanagari,1,1864,0.05364807,200,2949,6.78195999
sts,jpn_Jpan,guj_Gujr,Japanese,Gujarati,1,1790,0.05586592,200,2949,6.78195999
sts,jpn_Jpan,rus_Cyrl,Japanese,Cyrillic,2,2046,0.09775171,201,2949,6.81586979
sts,jpn_Jpan,zho_Hans,Japanese,Han,67,1814,3.69349504,505,2949,17.12444897
sts,jpn_Jpan,jpn_Jpan,Japanese,Japanese,706,706,100.00000000,2949,2949,100.00000000
sts,jpn_Jpan,kor_Hang,Japanese,Hangul,1,1798,0.05561735,200,2949,6.78195999
sts,kor_Hang,eng_Latn,Hangul,Latin,19,2257,0.84182543,368,2951,12.47034903
sts,kor_Hang,deu_Latn,Hangul,Latin,14,2203,0.63549705,362,2951,12.26702813
sts,kor_Hang,nld_Latn,Hangul,Latin,9,1941,0.46367852,343,2951,11.62317858
sts,kor_Hang,spa_Latn,Hangul,Latin,24,2169,1.10650069,380,2951,12.87699085
sts,kor_Hang,fra_Latn,Hangul,Latin,20,2259,0.88534750,361,2951,12.23314131
sts,kor_Hang,ita_Latn,Hangul,Latin,19,2239,0.84859312,370,2951,12.53812267
sts,kor_Hang,ind_Latn,Hangul,Latin,28,2572,1.08864697,384,2951,13.01253812
sts,kor_Hang,pol_Latn,Hangul,Latin,18,2319,0.77619664,369,2951,12.50423585
sts,kor_Hang,tur_Latn,Hangul,Latin,15,2260,0.66371681,368,2951,12.47034903
sts,kor_Hang,arb_Arab,Hangul,Arabic,16,2307,0.69354140,347,2951,11.75872586
sts,kor_Hang,hin_Deva,Hangul,Devanagari,16,2236,0.71556351,214,2951,7.25177906
sts,kor_Hang,guj_Gujr,Hangul,Gujarati,17,2161,0.78667284,367,2951,12.43646222
sts,kor_Hang,rus_Cyrl,Hangul,Cyrillic,15,2420,0.61983471,365,2951,12.36868858
sts,kor_Hang,zho_Hans,Hangul,Han,11,2257,0.48737262,193,2951,6.54015588
sts,kor_Hang,jpn_Jpan,Hangul,Japanese,1,1798,0.05561735,152,2951,5.15079634
sts,kor_Hang,kor_Hang,Hangul,Hangul,1093,1093,100.00000000,2951,2951,100.00000000
