condition,language_code,token_id,token,count,frequency_percent
sts,eng_Latn,186,▁be,12,0.40677966
sts,eng_Latn,190,▁5,1,0.03389831
sts,eng_Latn,191,on,2,0.06779661
sts,eng_Latn,195,em,1,0.03389831
sts,eng_Latn,200,▁ki,1,0.03389831
sts,eng_Latn,204,▁‘,3,0.10169492
sts,eng_Latn,209,▁10,2,0.06779661
sts,eng_Latn,214,ing,19,0.64406780
sts,eng_Latn,220,▁una,1,0.03389831
sts,eng_Latn,221,▁so,3,0.10169492
sts,eng_Latn,237,▁as,8,0.27118644
sts,eng_Latn,238,c,1,0.03389831
sts,eng_Latn,247,"),",2,0.06779661
sts,eng_Latn,266,mi,3,0.10169492
sts,eng_Latn,268,],3,0.10169492
sts,eng_Latn,272,ve,1,0.03389831
sts,eng_Latn,290,▁che,1,0.03389831
sts,eng_Latn,294,S,1,0.03389831
sts,eng_Latn,297,ed,21,0.71186441
sts,eng_Latn,299,ny,1,0.03389831
sts,eng_Latn,300,▁ni,1,0.03389831
sts,eng_Latn,329,ce,3,0.10169492
sts,eng_Latn,332,▁man,7,0.23728814
sts,eng_Latn,335,▁B,2,0.06779661
sts,eng_Latn,341,▁K,1,0.03389831
sts,eng_Latn,343,ek,1,0.03389831
sts,eng_Latn,345,▁U,1,0.03389831
sts,eng_Latn,350,ke,1,0.03389831
sts,eng_Latn,351,▁non,1,0.03389831
sts,eng_Latn,360,▁In,4,0.13559322
sts,eng_Latn,373,▁bu,1,0.03389831
sts,eng_Latn,375,▁com,1,0.03389831
sts,eng_Latn,378,▁[,3,0.10169492
sts,eng_Latn,384,▁T,1,0.03389831
sts,eng_Latn,387,▁20,1,0.03389831
sts,eng_Latn,390,▁by,7,0.23728814
sts,eng_Latn,398,▁you,7,0.23728814
sts,eng_Latn,420,f,1,0.03389831
sts,eng_Latn,423,▁15,1,0.03389831
sts,eng_Latn,433,sa,1,0.03389831
sts,eng_Latn,434,w,2,0.06779661
sts,eng_Latn,442,▁it,12,0.40677966
sts,eng_Latn,449,ng,1,0.03389831
sts,eng_Latn,450,▁that,17,0.57627119
sts,eng_Latn,453,▁men,2,0.06779661
sts,eng_Latn,456,▁re,2,0.06779661
sts,eng_Latn,479,▁pre,1,0.03389831
sts,eng_Latn,502,▁pro,2,0.06779661
sts,eng_Latn,505,▁2017,1,0.03389831
sts,eng_Latn,509,▁was,17,0.57627119
sts,eng_Latn,516,ro,1,0.03389831
sts,eng_Latn,525,est,1,0.03389831
sts,eng_Latn,538,ly,4,0.13559322
sts,eng_Latn,543,▁18,1,0.03389831
sts,eng_Latn,566,▁im,1,0.03389831
sts,eng_Latn,568,I,8,0.27118644
sts,eng_Latn,581,▁The,22,0.74576271
sts,eng_Latn,592,ning,7,0.23728814
sts,eng_Latn,604,▁her,1,0.03389831
sts,eng_Latn,616,▁14,1,0.03389831
sts,eng_Latn,617,4,1,0.03389831
sts,eng_Latn,618,T,1,0.03389831
sts,eng_Latn,619,▁&,1,0.03389831
sts,eng_Latn,621,▁are,16,0.54237288
sts,eng_Latn,634,wa,1,0.03389831
sts,eng_Latn,636,▁Le,1,0.03389831
sts,eng_Latn,642,▁we,2,0.06779661
sts,eng_Latn,645,▁over,6,0.20338983
sts,eng_Latn,653,▁n,1,0.03389831
sts,eng_Latn,666,▁છે,6,0.20338983
sts,eng_Latn,669,man,3,0.10169492
sts,eng_Latn,678,▁with,18,0.61016949
sts,eng_Latn,683,P,1,0.03389831
sts,eng_Latn,702,▁13,1,0.03389831
sts,eng_Latn,706,▁g,1,0.03389831
sts,eng_Latn,707,▁or,8,0.27118644
sts,eng_Latn,717,▁To,1,0.03389831
sts,eng_Latn,720,ter,1,0.03389831
sts,eng_Latn,738,▁go,2,0.06779661
sts,eng_Latn,756,▁all,1,0.03389831
sts,eng_Latn,759,▁my,1,0.03389831
sts,eng_Latn,764,▁he,7,0.23728814
sts,eng_Latn,765,▁have,19,0.64406780
sts,eng_Latn,775,▁son,2,0.06779661
sts,eng_Latn,831,▁can,4,0.13559322
sts,eng_Latn,841,H,1,0.03389831
sts,eng_Latn,884,▁Al,1,0.03389831
sts,eng_Latn,893,▁An,2,0.06779661
sts,eng_Latn,903,▁this,6,0.20338983
sts,eng_Latn,914,▁ga,1,0.03389831
sts,eng_Latn,933,ts,1,0.03389831
sts,eng_Latn,939,ty,1,0.03389831
sts,eng_Latn,952,▁21,1,0.03389831
sts,eng_Latn,953,▁19,1,0.03389831
sts,eng_Latn,959,▁not,17,0.57627119
sts,eng_Latn,974,.”,4,0.13559322
sts,eng_Latn,981,@,1,0.03389831
sts,eng_Latn,984,▁Do,2,0.06779661
sts,eng_Latn,1003,ut,1,0.03389831
sts,eng_Latn,1010,cu,1,0.03389831
sts,eng_Latn,1015,sen,1,0.03389831
sts,eng_Latn,1061,▁So,1,0.03389831
sts,eng_Latn,1074,માં,1,0.03389831
sts,eng_Latn,1090,ada,1,0.03389831
sts,eng_Latn,1139,ના,3,0.10169492
sts,eng_Latn,1167,ની,2,0.06779661
sts,eng_Latn,1179,net,1,0.03389831
sts,eng_Latn,1181,ll,1,0.03389831
sts,eng_Latn,1197,30,1,0.03389831
sts,eng_Latn,1202,▁video,1,0.03389831
sts,eng_Latn,1221,▁will,7,0.23728814
sts,eng_Latn,1230,&,1,0.03389831
sts,eng_Latn,1238,▁f,3,0.10169492
sts,eng_Latn,1249,min,1,0.03389831
sts,eng_Latn,1257,▁up,4,0.13559322
sts,eng_Latn,1284,▁but,5,0.16949153
sts,eng_Latn,1286,▁more,2,0.06779661
sts,eng_Latn,1295,▁from,11,0.37288136
sts,eng_Latn,1301,▁As,1,0.03389831
sts,eng_Latn,1305,▁post,3,0.10169492
sts,eng_Latn,1311,▁Co,1,0.03389831
sts,eng_Latn,1346,▁film,1,0.03389831
sts,eng_Latn,1363,tion,1,0.03389831
sts,eng_Latn,1379,▁under,5,0.16949153
sts,eng_Latn,1380,▁come,2,0.06779661
sts,eng_Latn,1401,▁We,2,0.06779661
sts,eng_Latn,1405,val,1,0.03389831
sts,eng_Latn,1454,▁અને,1,0.03389831
sts,eng_Latn,1475,▁આ,2,0.06779661
sts,eng_Latn,1495,sh,1,0.03389831
sts,eng_Latn,1510,mas,1,0.03389831
sts,eng_Latn,1515,ster,1,0.03389831
sts,eng_Latn,1517,tra,2,0.06779661
sts,eng_Latn,1529,▁He,4,0.13559322
sts,eng_Latn,1540,▁pot,1,0.03389831
sts,eng_Latn,1543,▁may,7,0.23728814
sts,eng_Latn,1556,▁has,4,0.13559322
sts,eng_Latn,1563,▁ab,1,0.03389831
sts,eng_Latn,1614,▁sub,2,0.06779661
sts,eng_Latn,1632,▁one,1,0.03389831
sts,eng_Latn,1650,▁It,3,0.10169492
sts,eng_Latn,1653,▁pred,1,0.03389831
sts,eng_Latn,1660,▁just,1,0.03389831
sts,eng_Latn,1661,▁sit,1,0.03389831
sts,eng_Latn,1672,▁about,1,0.03389831
sts,eng_Latn,1697,▁mag,1,0.03389831
sts,eng_Latn,1733,▁time,2,0.06779661
sts,eng_Latn,1755,ens,2,0.06779661
sts,eng_Latn,1773,▁Dr,1,0.03389831
sts,eng_Latn,1779,ns,1,0.03389831
sts,eng_Latn,1781,▁200,1,0.03389831
sts,eng_Latn,1784,▁Mar,1,0.03389831
sts,eng_Latn,1785,▁km,1,0.03389831
sts,eng_Latn,1810,▁out,3,0.10169492
sts,eng_Latn,1824,vis,1,0.03389831
sts,eng_Latn,1830,ion,1,0.03389831
sts,eng_Latn,1831,▁air,1,0.03389831
sts,eng_Latn,1836,▁they,3,0.10169492
sts,eng_Latn,1884,▁like,2,0.06779661
sts,eng_Latn,1902,▁had,4,0.13559322
sts,eng_Latn,1916,ting,2,0.06779661
sts,eng_Latn,1919,▁his,7,0.23728814
sts,eng_Latn,1957,▁see,1,0.03389831
sts,eng_Latn,1974,let,1,0.03389831
sts,eng_Latn,1989,ે,1,0.03389831
sts,eng_Latn,2005,▁Home,1,0.03389831
sts,eng_Latn,2021,▁2008,1,0.03389831
sts,eng_Latn,2041,▁Ca,1,0.03389831
sts,eng_Latn,2046,▁get,1,0.03389831
sts,eng_Latn,2053,▁data,2,0.06779661
sts,eng_Latn,2060,▁far,1,0.03389831
sts,eng_Latn,2069,ling,1,0.03389831
sts,eng_Latn,2161,▁On,1,0.03389831
sts,eng_Latn,2174,▁if,1,0.03389831
sts,eng_Latn,2228,▁કે,1,0.03389831
sts,eng_Latn,2242,fe,1,0.03389831
sts,eng_Latn,2258,▁car,1,0.03389831
sts,eng_Latn,2273,▁35,2,0.06779661
sts,eng_Latn,2301,▁don,1,0.03389831
sts,eng_Latn,2347,the,2,0.06779661
sts,eng_Latn,2356,▁New,5,0.16949153
sts,eng_Latn,2363,▁their,7,0.23728814
sts,eng_Latn,2367,▁what,1,0.03389831
sts,eng_Latn,2412,▁she,2,0.06779661
sts,eng_Latn,2446,▁our,1,0.03389831
sts,eng_Latn,2472,for,1,0.03389831
sts,eng_Latn,2480,ft,1,0.03389831
sts,eng_Latn,2481,ity,2,0.06779661
sts,eng_Latn,2499,▁any,7,0.23728814
sts,eng_Latn,2577,▁face,1,0.03389831
sts,eng_Latn,2633,▁let,2,0.06779661
sts,eng_Latn,2652,▁pan,1,0.03389831
sts,eng_Latn,2678,▁45,1,0.03389831
sts,eng_Latn,2684,▁most,1,0.03389831
sts,eng_Latn,2685,▁there,4,0.13559322
sts,eng_Latn,2704,▁final,1,0.03389831
sts,eng_Latn,2706,nis,2,0.06779661
sts,eng_Latn,2766,▁પણ,3,0.10169492
sts,eng_Latn,2804,▁said,1,0.03389831
sts,eng_Latn,2806,▁would,1,0.03389831
sts,eng_Latn,2809,▁been,2,0.06779661
sts,eng_Latn,2822,red,1,0.03389831
sts,eng_Latn,2831,▁part,1,0.03389831
sts,eng_Latn,2837,▁dis,1,0.03389831
sts,eng_Latn,2843,▁also,4,0.13559322
sts,eng_Latn,2852,ring,1,0.03389831
sts,eng_Latn,2856,▁them,4,0.13559322
sts,eng_Latn,2886,able,2,0.06779661
sts,eng_Latn,2940,and,3,0.10169492
sts,eng_Latn,2965,▁best,1,0.03389831
sts,eng_Latn,3017,▁bor,3,0.10169492
sts,eng_Latn,3060,▁some,5,0.16949153
sts,eng_Latn,3129,▁which,7,0.23728814
sts,eng_Latn,3164,▁All,1,0.03389831
sts,eng_Latn,3229,▁when,1,0.03389831
sts,eng_Latn,3249,▁make,1,0.03389831
sts,eng_Latn,3293,▁This,3,0.10169492
sts,eng_Latn,3299,▁model,5,0.16949153
sts,eng_Latn,3311,▁By,1,0.03389831
sts,eng_Latn,3316,▁Wa,1,0.03389831
sts,eng_Latn,3340,▁email,1,0.03389831
sts,eng_Latn,3357,▁personal,1,0.03389831
sts,eng_Latn,3377,▁એક,1,0.03389831
sts,eng_Latn,3387,ies,1,0.03389831
sts,eng_Latn,3389,તા,1,0.03389831
sts,eng_Latn,3395,▁people,4,0.13559322
sts,eng_Latn,3408,ure,1,0.03389831
sts,eng_Latn,3430,▁God,2,0.06779661
sts,eng_Latn,3432,gy,1,0.03389831
sts,eng_Latn,3444,▁want,2,0.06779661
sts,eng_Latn,3445,▁person,2,0.06779661
sts,eng_Latn,3493,▁And,1,0.03389831
sts,eng_Latn,3501,▁than,1,0.03389831
sts,eng_Latn,3525,▁new,1,0.03389831
sts,eng_Latn,3535,▁hand,1,0.03389831
sts,eng_Latn,3540,▁cap,1,0.03389831
sts,eng_Latn,3542,▁were,11,0.37288136
sts,eng_Latn,3551,▁land,1,0.03389831
sts,eng_Latn,3564,▁end,1,0.03389831
sts,eng_Latn,3622,▁total,2,0.06779661
sts,eng_Latn,3640,▁2019,1,0.03389831
sts,eng_Latn,3642,▁how,2,0.06779661
sts,eng_Latn,3650,▁$,5,0.16949153
sts,eng_Latn,3674,ted,4,0.13559322
sts,eng_Latn,3714,▁know,3,0.10169492
sts,eng_Latn,3789,▁other,6,0.20338983
sts,eng_Latn,3835,▁public,4,0.13559322
sts,eng_Latn,3847,▁Film,1,0.03389831
sts,eng_Latn,3853,▁even,4,0.13559322
sts,eng_Latn,3871,▁need,1,0.03389831
sts,eng_Latn,3884,▁put,1,0.03389831
sts,eng_Latn,3900,▁trans,1,0.03389831
sts,eng_Latn,3915,ham,1,0.03389831
sts,eng_Latn,3934,▁into,1,0.03389831
sts,eng_Latn,3956,nce,5,0.16949153
sts,eng_Latn,3957,The,1,0.03389831
sts,eng_Latn,3960,art,1,0.03389831
sts,eng_Latn,4127,▁good,9,0.30508475
sts,eng_Latn,4163,▁got,1,0.03389831
sts,eng_Latn,4173,▁extra,1,0.03389831
sts,eng_Latn,4188,ges,1,0.03389831
sts,eng_Latn,4200,hal,1,0.03389831
sts,eng_Latn,4211,▁Min,2,0.06779661
sts,eng_Latn,4263,▁If,3,0.10169492
sts,eng_Latn,4293,ley,3,0.10169492
sts,eng_Latn,4438,ast,1,0.03389831
sts,eng_Latn,4488,▁work,1,0.03389831
sts,eng_Latn,4517,ep,1,0.03389831
sts,eng_Latn,4527,▁use,1,0.03389831
sts,eng_Latn,4537,▁general,1,0.03389831
sts,eng_Latn,4552,▁very,1,0.03389831
sts,eng_Latn,4612,▁Star,1,0.03389831
sts,eng_Latn,4620,▁bank,1,0.03389831
sts,eng_Latn,4687,▁She,1,0.03389831
sts,eng_Latn,4734,▁only,2,0.06779661
sts,eng_Latn,4743,▁due,1,0.03389831
sts,eng_Latn,4764,▁Read,1,0.03389831
sts,eng_Latn,4865,▁What,1,0.03389831
sts,eng_Latn,4937,▁Tra,1,0.03389831
sts,eng_Latn,4989,▁long,1,0.03389831
sts,eng_Latn,5024,▁Che,1,0.03389831
sts,eng_Latn,5036,▁now,1,0.03389831
sts,eng_Latn,5045,▁much,1,0.03389831
sts,eng_Latn,5046,99,1,0.03389831
sts,eng_Latn,5062,like,1,0.03389831
sts,eng_Latn,5078,▁loo,1,0.03389831
sts,eng_Latn,5117,▁first,1,0.03389831
sts,eng_Latn,5120,▁Real,1,0.03389831
sts,eng_Latn,5147,ા,1,0.03389831
sts,eng_Latn,5154,▁say,4,0.13559322
sts,eng_Latn,5161,▁love,2,0.06779661
sts,eng_Latn,5170,ces,2,0.06779661
sts,eng_Latn,5276,▁2017.,1,0.03389831
sts,eng_Latn,5299,▁well,1,0.03389831
sts,eng_Latn,5303,▁list,1,0.03389831
sts,eng_Latn,5351,▁think,4,0.13559322
sts,eng_Latn,5369,▁years,4,0.13559322
sts,eng_Latn,5465,over,1,0.03389831
sts,eng_Latn,5492,▁Wy,1,0.03389831
sts,eng_Latn,5518,vid,1,0.03389831
sts,eng_Latn,5608,▁should,1,0.03389831
sts,eng_Latn,5609,▁side,1,0.03389831
sts,eng_Latn,5700,▁popular,2,0.06779661
sts,eng_Latn,5701,▁same,1,0.03389831
sts,eng_Latn,5737,▁pois,2,0.06779661
sts,eng_Latn,5739,gra,1,0.03389831
sts,eng_Latn,5754,▁કરી,1,0.03389831
sts,eng_Latn,5773,▁off,3,0.10169492
sts,eng_Latn,5809,▁could,1,0.03389831
sts,eng_Latn,5915,▁lot,2,0.06779661
sts,eng_Latn,5922,hor,1,0.03389831
sts,eng_Latn,5962,▁hit,2,0.06779661
sts,eng_Latn,6024,▁multi,1,0.03389831
sts,eng_Latn,6044,▁such,1,0.03389831
sts,eng_Latn,6056,out,1,0.03389831
sts,eng_Latn,6183,▁really,1,0.03389831
sts,eng_Latn,6226,▁control,1,0.03389831
sts,eng_Latn,6274,▁ન,2,0.06779661
sts,eng_Latn,6488,wer,1,0.03389831
sts,eng_Latn,6494,▁bad,1,0.03389831
sts,eng_Latn,6602,▁year,5,0.16949153
sts,eng_Latn,6620,ence,2,0.06779661
sts,eng_Latn,6626,▁two,3,0.10169492
sts,eng_Latn,6635,ary,2,0.06779661
sts,eng_Latn,6637,▁because,2,0.06779661
sts,eng_Latn,6644,ture,1,0.03389831
sts,eng_Latn,6659,eze,1,0.03389831
sts,eng_Latn,6712,▁game,2,0.06779661
sts,eng_Latn,6713,▁look,2,0.06779661
sts,eng_Latn,6765,▁David,1,0.03389831
sts,eng_Latn,6777,▁did,1,0.03389831
sts,eng_Latn,6817,▁fall,1,0.03389831
sts,eng_Latn,6827,cal,1,0.03389831
sts,eng_Latn,6863,▁its,4,0.13559322
sts,eng_Latn,6865,hel,2,0.06779661
sts,eng_Latn,6872,▁See,1,0.03389831
sts,eng_Latn,6987,▁Sau,1,0.03389831
sts,eng_Latn,7013,vali,1,0.03389831
sts,eng_Latn,7071,▁April,1,0.03389831
sts,eng_Latn,7077,put,3,0.10169492
sts,eng_Latn,7086,▁mind,1,0.03389831
sts,eng_Latn,7103,▁after,1,0.03389831
sts,eng_Latn,7108,▁right,3,0.10169492
sts,eng_Latn,7123,▁news,1,0.03389831
sts,eng_Latn,7140,▁Cum,1,0.03389831
sts,eng_Latn,7228,▁made,1,0.03389831
sts,eng_Latn,7398,▁pur,1,0.03389831
sts,eng_Latn,7401,▁water,3,0.10169492
sts,eng_Latn,7432,ness,1,0.03389831
sts,eng_Latn,7440,▁where,3,0.10169492
sts,eng_Latn,7464,▁still,1,0.03389831
sts,eng_Latn,7469,ઓ,1,0.03389831
sts,eng_Latn,7476,▁સ,3,0.10169492
sts,eng_Latn,7514,way,1,0.03389831
sts,eng_Latn,7565,▁down,3,0.10169492
sts,eng_Latn,7639,▁show,1,0.03389831
sts,eng_Latn,7717,ese,1,0.03389831
sts,eng_Latn,7832,▁Stra,1,0.03389831
sts,eng_Latn,7844,ful,1,0.03389831
sts,eng_Latn,7941,▁hard,1,0.03389831
sts,eng_Latn,7948,▁Peter,2,0.06779661
sts,eng_Latn,8035,▁being,1,0.03389831
sts,eng_Latn,8063,▁business,2,0.06779661
sts,eng_Latn,8108,▁before,4,0.13559322
sts,eng_Latn,8129,▁Festival,2,0.06779661
sts,eng_Latn,8246,▁જે,2,0.06779661
sts,eng_Latn,8305,▁through,3,0.10169492
sts,eng_Latn,8318,08,1,0.03389831
sts,eng_Latn,8331,Do,2,0.06779661
sts,eng_Latn,8357,▁International,1,0.03389831
sts,eng_Latn,8382,▁those,1,0.03389831
sts,eng_Latn,8395,▁festival,1,0.03389831
sts,eng_Latn,8414,▁Mr,3,0.10169492
sts,eng_Latn,8499,શ,3,0.10169492
sts,eng_Latn,8622,▁There,2,0.06779661
sts,eng_Latn,8668,▁anno,1,0.03389831
sts,eng_Latn,8966,▁things,1,0.03389831
sts,eng_Latn,8999,▁world,1,0.03389831
sts,eng_Latn,9020,▁London,1,0.03389831
sts,eng_Latn,9077,▁sure,1,0.03389831
sts,eng_Latn,9127,SE,2,0.06779661
sts,eng_Latn,9201,▁park,2,0.06779661
sts,eng_Latn,9268,▁Hotels,1,0.03389831
sts,eng_Latn,9319,ther,1,0.03389831
sts,eng_Latn,9393,less,1,0.03389831
sts,eng_Latn,9572,▁Fo,1,0.03389831
sts,eng_Latn,9583,▁જો,2,0.06779661
sts,eng_Latn,9790,▁try,2,0.06779661
sts,eng_Latn,9803,▁open,1,0.03389831
sts,eng_Latn,9842,▁begin,1,0.03389831
sts,eng_Latn,9844,▁something,2,0.06779661
sts,eng_Latn,9876,▁Pat,1,0.03389831
sts,eng_Latn,9893,rian,3,0.10169492
sts,eng_Latn,9925,▁That,1,0.03389831
sts,eng_Latn,9960,▁NE,1,0.03389831
sts,eng_Latn,9965,▁હતી,1,0.03389831
sts,eng_Latn,10002,▁own,1,0.03389831
sts,eng_Latn,10133,ans,2,0.06779661
sts,eng_Latn,10142,▁Tele,1,0.03389831
sts,eng_Latn,10208,▁Paul,3,0.10169492
sts,eng_Latn,10269,▁dog,4,0.13559322
sts,eng_Latn,10323,▁capital,1,0.03389831
sts,eng_Latn,10332,▁old,1,0.03389831
sts,eng_Latn,10366,ping,1,0.03389831
sts,eng_Latn,10422,▁sense,2,0.06779661
sts,eng_Latn,10463,▁Ara,1,0.03389831
sts,eng_Latn,10588,▁rest,2,0.06779661
sts,eng_Latn,10660,▁They,1,0.03389831
sts,eng_Latn,10696,▁school,3,0.10169492
sts,eng_Latn,10713,nn,1,0.03389831
sts,eng_Latn,10846,▁few,3,0.10169492
sts,eng_Latn,10868,▁Sir,5,0.16949153
sts,eng_Latn,10932,▁around,2,0.06779661
sts,eng_Latn,10945,37,1,0.03389831
sts,eng_Latn,11075,▁2020,1,0.03389831
sts,eng_Latn,11107,▁PA,2,0.06779661
sts,eng_Latn,11148,રા,3,0.10169492
sts,eng_Latn,11280,▁male,1,0.03389831
sts,eng_Latn,11341,▁state,2,0.06779661
sts,eng_Latn,11469,▁port,1,0.03389831
sts,eng_Latn,11522,▁better,2,0.06779661
sts,eng_Latn,11675,▁run,1,0.03389831
sts,eng_Latn,11737,▁next,1,0.03389831
sts,eng_Latn,11809,▁Data,1,0.03389831
sts,eng_Latn,11872,▁Hur,1,0.03389831
sts,eng_Latn,11954,▁Love,1,0.03389831
sts,eng_Latn,12008,▁share,2,0.06779661
sts,eng_Latn,12056,rica,1,0.03389831
sts,eng_Latn,12203,▁nh,1,0.03389831
sts,eng_Latn,12225,ked,1,0.03389831
sts,eng_Latn,12264,▁Pin,1,0.03389831
sts,eng_Latn,12319,▁feel,2,0.06779661
sts,eng_Latn,12333,media,1,0.03389831
sts,eng_Latn,12417,▁10-,1,0.03389831
sts,eng_Latn,12536,lyn,5,0.16949153
sts,eng_Latn,12601,▁prefer,1,0.03389831
sts,eng_Latn,12638,▁each,1,0.03389831
sts,eng_Latn,12662,Man,1,0.03389831
sts,eng_Latn,12768,▁trend,1,0.03389831
sts,eng_Latn,12839,▁1992,1,0.03389831
sts,eng_Latn,12877,▁book,1,0.03389831
sts,eng_Latn,12960,▁while,7,0.23728814
sts,eng_Latn,13100,▁પ,1,0.03389831
sts,eng_Latn,13320,▁Tim,1,0.03389831
sts,eng_Latn,13438,▁again,2,0.06779661
sts,eng_Latn,13579,▁term,1,0.03389831
sts,eng_Latn,13580,▁thing,3,0.10169492
sts,eng_Latn,13714,▁Kha,1,0.03389831
sts,eng_Latn,13893,▁mental,1,0.03389831
sts,eng_Latn,13959,▁gaz,1,0.03389831
sts,eng_Latn,13984,▁instrument,1,0.03389831
sts,eng_Latn,14012,▁number,1,0.03389831
sts,eng_Latn,14037,▁found,3,0.10169492
sts,eng_Latn,14119,▁fr,1,0.03389831
sts,eng_Latn,14249,▁Business,3,0.10169492
sts,eng_Latn,14277,▁movie,1,0.03389831
sts,eng_Latn,14315,▁OK,1,0.03389831
sts,eng_Latn,14318,▁Shah,1,0.03389831
sts,eng_Latn,14355,▁Hol,1,0.03389831
sts,eng_Latn,14361,▁body,1,0.03389831
sts,eng_Latn,14373,▁yet,1,0.03389831
sts,eng_Latn,14432,▁later,2,0.06779661
sts,eng_Latn,14487,▁December,1,0.03389831
sts,eng_Latn,14578,ming,2,0.06779661
sts,eng_Latn,14886,▁Email,1,0.03389831
sts,eng_Latn,14922,▁period,1,0.03389831
sts,eng_Latn,15017,Ke,1,0.03389831
sts,eng_Latn,15194,ક્ષ,1,0.03389831
sts,eng_Latn,15300,LE,1,0.03389831
sts,eng_Latn,15366,▁Motor,1,0.03389831
sts,eng_Latn,15437,▁dollar,1,0.03389831
sts,eng_Latn,15490,▁without,1,0.03389831
sts,eng_Latn,15504,▁turn,1,0.03389831
sts,eng_Latn,15519,aw,1,0.03389831
sts,eng_Latn,15528,▁bike,2,0.06779661
sts,eng_Latn,15555,row,3,0.10169492
sts,eng_Latn,15571,▁Maha,1,0.03389831
sts,eng_Latn,15593,▁camera,1,0.03389831
sts,eng_Latn,15644,cap,1,0.03389831
sts,eng_Latn,15700,▁another,1,0.03389831
sts,eng_Latn,15732,▁125,1,0.03389831
sts,eng_Latn,15882,mond,1,0.03389831
sts,eng_Latn,15889,▁national,2,0.06779661
sts,eng_Latn,16065,▁away,2,0.06779661
sts,eng_Latn,16188,▁mark,1,0.03389831
sts,eng_Latn,16194,રે,3,0.10169492
sts,eng_Latn,16304,wak,1,0.03389831
sts,eng_Latn,16444,IL,1,0.03389831
sts,eng_Latn,16446,▁ball,2,0.06779661
sts,eng_Latn,16610,▁short,1,0.03389831
sts,eng_Latn,16713,off,1,0.03389831
sts,eng_Latn,16750,▁result,1,0.03389831
sts,eng_Latn,16792,▁since,1,0.03389831
sts,eng_Latn,16797,cent,1,0.03389831
sts,eng_Latn,16842,▁પછી,1,0.03389831
sts,eng_Latn,17075,▁kn,2,0.06779661
sts,eng_Latn,17152,peri,1,0.03389831
sts,eng_Latn,17164,▁record,1,0.03389831
sts,eng_Latn,17170,▁Power,1,0.03389831
sts,eng_Latn,17262,▁three,2,0.06779661
sts,eng_Latn,17366,▁level,1,0.03389831
